gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,entrez_id,description,
MYO1F,112.4726215,1.092310474,0.145175282,1.44E-14,9.18E-14,4542,myosin IF,
MUC4,130.1323366,1.606857285,0.216089704,1.46E-14,9.32E-14,4585,"mucin 4, cell surface associated",
KIFC2,383.635742,1.149014364,0.153281451,1.54E-14,9.85E-14,90990,kinesin family member C2,
SUSD2,151.4147576,1.631814916,0.219700505,1.56E-14,9.94E-14,56241,sushi domain containing 2,
NOP2,76.92270802,-1.266101749,0.169312808,1.59E-14,1.01E-13,4839,NOP2 nucleolar protein,
RP11-734K21.5,77.74200495,1.318275748,0.17653339,1.63E-14,1.04E-13,NA,NA,
SFTA3,98.17603417,1.540450665,0.207291467,1.64E-14,1.04E-13,253970,surfactant associated 3,
NHSL2,76.12281772,1.731572849,0.233588653,1.66E-14,1.05E-13,340527,NHS like 2,
AC013275.2,33.13242389,2.724450315,0.368693806,1.68E-14,1.07E-13,NA,NA,
SLC22A18AS,85.5300388,1.332377149,0.178581777,1.70E-14,1.08E-13,5003,SLC22A18 antisense RNA,
YPEL4,37.2915075,2.470044338,0.334861075,1.73E-14,1.10E-13,219539,yippee like 4,
AF131215.2,93.6556654,1.348282555,0.180917633,1.76E-14,1.12E-13,NA,NA,
CSGALNACT1,228.8139642,1.221064185,0.163730364,1.89E-14,1.20E-13,55790,chondroitin sulfate N-acetylgalactosaminyltransferase 1,
MEX3B,157.6275957,1.088551569,0.145556863,1.97E-14,1.25E-13,84206,mex-3 RNA binding family member B,
LINC-ROR,125.315576,1.232465346,0.165686026,2.19E-14,1.38E-13,100885779,"long intergenic non-protein coding RNA, regulator of reprogramming",
AC104653.1,33.60399638,2.2514285,0.306062978,2.26E-14,1.43E-13,NA,NA,
RP11-554I8.2,70.54079633,-1.507888689,0.204155047,2.42E-14,1.52E-13,NA,NA,
PGF,68.85644657,-1.326685225,0.179426443,2.79E-14,1.76E-13,5228,placental growth factor,
CTC-426B10.1,211.1264152,1.3932718,0.188909601,2.83E-14,1.78E-13,NA,NA,
XDH,38.81354453,-1.930865761,0.263356841,2.96E-14,1.86E-13,7498,xanthine dehydrogenase,
TEPP,71.85166224,1.307765815,0.177028174,3.07E-14,1.93E-13,NA,NA,
INHA,99.18031708,1.361710566,0.18493707,3.22E-14,2.02E-13,3623,inhibin subunit alpha,
PANX2,404.3506401,1.071556061,0.144736826,3.49E-14,2.18E-13,56666,pannexin 2,
FSCN2,38.36895334,1.983372402,0.271405866,3.70E-14,2.31E-13,25794,"fascin actin-bundling protein 2, retinal",
RP11-694I15.7,28.25125818,2.410129207,0.330007058,3.75E-14,2.34E-13,NA,NA,
ZNF598,1624.296201,-1.050312902,0.142162765,3.95E-14,2.46E-13,90850,"zinc finger protein 598, E3 ubiquitin ligase",
RP11-429G19.3,111.5364607,-1.121878419,0.152061332,3.99E-14,2.48E-13,NA,NA,
ERCC6,3976.673539,1.168795951,0.158713562,4.09E-14,2.54E-13,2074,"ERCC excision repair 6, chromatin remodeling factor",
TTYH1,156.6599498,1.359618883,0.185402986,4.09E-14,2.54E-13,57348,tweety family member 1,
RP11-431J24.2,21.53920216,-3.458902856,0.472645657,4.10E-14,2.55E-13,NA,NA,
POU2F3,66.00766918,1.657258229,0.227019052,4.18E-14,2.60E-13,25833,POU class 2 homeobox 3,
BEST1,46.695353,1.775696668,0.243614108,4.29E-14,2.67E-13,7439,bestrophin 1,
TMIE,66.73646797,1.423402406,0.194388599,4.31E-14,2.68E-13,259236,transmembrane inner ear,
CPEB3,74.92066185,1.502432048,0.205626741,4.49E-14,2.79E-13,22849,cytoplasmic polyadenylation element binding protein 3,
AC012146.7,366.7121129,-1.181552094,0.161062556,4.69E-14,2.91E-13,NA,NA,
RP4-681N20.1,146.152886,1.116040633,0.151752615,4.75E-14,2.94E-13,NA,NA,
PRKCG,101.8822581,1.550138995,0.212840536,4.82E-14,2.98E-13,5582,protein kinase C gamma,
DOK3,119.3126374,-1.302043546,0.178250013,5.08E-14,3.14E-13,79930,docking protein 3,
CREB3L3,314.2624764,2.100633177,0.291148054,5.19E-14,3.20E-13,84699,cAMP responsive element binding protein 3 like 3,
RP11-164P12.5,95.92513401,1.20798779,0.164815448,5.26E-14,3.25E-13,NA,NA,
PLCH2,54.80628978,1.508717934,0.206872856,5.32E-14,3.28E-13,9651,phospholipase C eta 2,
PROC,39.42105771,2.334015078,0.323599927,5.67E-14,3.49E-13,5624,"protein C, inactivator of coagulation factors Va and VIIIa",
RGS2,148.6329129,-1.025613758,0.139691653,6.04E-14,3.72E-13,5997,regulator of G protein signaling 2,
ADGRF2,20.1284931,-3.26000343,0.448297461,6.47E-14,3.98E-13,NA,NA,
RP11-38L15.3,49.19849677,1.764179186,0.243945987,6.63E-14,4.07E-13,NA,NA,
NDRG2,364.8588266,1.340230523,0.184407042,6.68E-14,4.10E-13,57447,NDRG family member 2,
TOMM5,120.1700346,-1.211151638,0.166239125,6.77E-14,4.16E-13,401505,translocase of outer mitochondrial membrane 5,
CPE,1481.444182,1.037299676,0.141743274,6.99E-14,4.29E-13,1363,carboxypeptidase E,
F12,85.67737582,-1.700611268,0.23595241,7.13E-14,4.37E-13,2161,coagulation factor XII,
FAM105A,64.24313795,-1.405564879,0.193862004,7.50E-14,4.59E-13,NA,NA,
HMGCS1,6218.564356,1.110000241,0.15215805,7.60E-14,4.65E-13,3157,3-hydroxy-3-methylglutaryl-CoA synthase 1,
RP11-98G7.1,60.41321628,1.464248428,0.202092428,7.75E-14,4.74E-13,NA,NA,
SATB1,115.247767,1.226840924,0.168677568,7.80E-14,4.77E-13,6304,SATB homeobox 1,
RP11-791I24.4,79.5157048,1.313623212,0.181454025,8.90E-14,5.43E-13,NA,NA,
CCT6B,93.2958844,1.226609811,0.169091894,9.00E-14,5.49E-13,10693,chaperonin containing TCP1 subunit 6B,
FHDC1,302.1366557,1.042267381,0.143156034,9.07E-14,5.52E-13,85462,FH2 domain containing 1,
RP11-84D1.1,62.23463518,-1.482369363,0.205503746,9.17E-14,5.58E-13,NA,NA,
NBEA,188.946415,1.131932657,0.155971747,9.73E-14,5.92E-13,26960,neurobeachin,
HECW2,1057.319763,1.134899135,0.156657647,1.04E-13,6.29E-13,57520,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2",
HELLPAR,32.55567168,-2.002529142,0.279521938,1.04E-13,6.29E-13,101101692,HELLP associated long non-coding RNA,
CRIP2,2125.199149,1.159261862,0.160216154,1.07E-13,6.47E-13,1397,cysteine rich protein 2,
CALCR,33.86980729,2.439822489,0.341693912,1.09E-13,6.60E-13,799,calcitonin receptor,
UNC5CL,86.85718665,1.227882501,0.170169936,1.20E-13,7.26E-13,222643,unc-5 family C-terminal like,
PLCB4,68.08401901,-1.333942343,0.185524865,1.22E-13,7.38E-13,5332,phospholipase C beta 4,
RP11-147L13.15,77.43533923,1.338960399,0.186116771,1.24E-13,7.52E-13,NA,NA,
CCDC153,47.61774687,1.618957837,0.226250883,1.31E-13,7.92E-13,NA,NA,
RP11-469J4.2,107.7606363,1.056283211,0.146140078,1.36E-13,8.21E-13,NA,NA,
ABCC6,58.60628098,1.802588225,0.253254077,1.41E-13,8.51E-13,368,ATP binding cassette subfamily C member 6,
ENTPD3,230.5373451,-1.509468787,0.211710231,1.43E-13,8.62E-13,956,ectonucleoside triphosphate diphosphohydrolase 3,
ALG10,162.8870297,-1.001430985,0.138714395,1.51E-13,9.08E-13,84920,"ALG10 alpha-1,2-glucosyltransferase",
ZNF878,111.2809774,-1.214482676,0.169188411,1.51E-13,9.10E-13,729747,zinc finger protein 878,
MPP4,26.34332201,-2.535533493,0.357493099,1.54E-13,9.27E-13,58538,MAGUK p55 scaffold protein 4,
RP11-816B4.2,31.36115182,-2.064440299,0.290843201,1.57E-13,9.43E-13,NA,NA,
VN1R81P,56.40422052,-1.406905322,0.1968956,1.64E-13,9.84E-13,100312826,vomeronasal 1 receptor 81 pseudogene,
PITX1,743.102972,-1.114865794,0.155464642,1.78E-13,1.06E-12,5307,paired like homeodomain 1,
CTC-308K20.1,150.8408167,1.078926791,0.150430027,1.90E-13,1.14E-12,NA,NA,
RP11-182J1.9,31.26859479,2.062474947,0.29103549,1.94E-13,1.16E-12,NA,NA,
OPRD1,19.21838141,3.65473269,0.509575478,1.98E-13,1.18E-12,4985,opioid receptor delta 1,
ALDH3B2,277.648193,1.442098362,0.203053139,2.01E-13,1.20E-12,222,aldehyde dehydrogenase 3 family member B2,
AP001053.11,48.8613748,1.924814542,0.272739255,2.06E-13,1.23E-12,NA,NA,
C9orf106,27.70742438,2.528019888,0.358162435,2.09E-13,1.25E-12,NA,NA,
STON1,42.72248521,2.074491291,0.294320445,2.12E-13,1.26E-12,11037,stonin 1,
AP001505.10,60.42828444,-1.538926494,0.217311267,2.12E-13,1.27E-12,NA,NA,
AC008440.10,25.60122603,2.639521659,0.373982099,2.32E-13,1.38E-12,NA,NA,
KCNE4,33.71544095,2.636467041,0.376933033,2.44E-13,1.45E-12,23704,potassium voltage-gated channel subfamily E regulatory subunit 4,
STARD8,21.11733633,-3.134232497,0.444139222,2.49E-13,1.48E-12,9754,StAR related lipid transfer domain containing 8,
TMPRSS13,71.62394355,1.289140511,0.181678149,2.68E-13,1.59E-12,84000,transmembrane serine protease 13,
NKX2-1,467.4398017,1.097739965,0.154128844,2.69E-13,1.59E-12,7080,NK2 homeobox 1,
RP5-1028K7.2,28.76250346,-6.090706933,0.822157467,2.74E-13,1.62E-12,NA,NA,
CTD-2132N18.2,40.37251051,1.786105156,0.253816058,2.83E-13,1.67E-12,NA,NA,
RP11-736I24.5,20.09333689,-2.968032231,0.421719906,3.00E-13,1.77E-12,NA,NA,
MKX,63.89448407,1.399796923,0.198237273,3.05E-13,1.80E-12,283078,mohawk homeobox,
AC068282.3,216.3490436,1.022694286,0.143733761,3.11E-13,1.84E-12,NA,NA,
SLC12A5,83.63339544,1.384403313,0.196539717,3.44E-13,2.02E-12,57468,solute carrier family 12 member 5,
TBC1D3L,57.67572086,1.433495025,0.203854178,3.71E-13,2.18E-12,101060376,TBC1 domain family member 3L,
RP11-55J15.1,41.06821553,-1.914897629,0.274886259,3.91E-13,2.29E-12,NA,NA,
FTHL23,80.66643535,1.223253617,0.173774399,4.30E-13,2.52E-12,NA,NA,
FAM227B,73.38948338,1.225840043,0.174383049,4.64E-13,2.71E-12,196951,family with sequence similarity 227 member B,
RP11-293M10.6,69.75626248,1.544017311,0.221547513,4.83E-13,2.82E-12,NA,NA,
RP11-704G19.1,89.98921317,-1.241007637,0.177094496,5.03E-13,2.94E-12,NA,NA,
RP4-792G4.2,30.36514156,2.170454764,0.31326683,5.69E-13,3.32E-12,NA,NA,
CD79A,72.81544378,1.874694746,0.27142272,5.84E-13,3.40E-12,973,CD79a molecule,
METTL7A,178.1528433,1.696430818,0.245318754,5.95E-13,3.46E-12,NA,NA,
LBX2,98.44694709,1.237471788,0.177158233,6.07E-13,3.53E-12,85474,ladybird homeobox 2,
SHBG,42.11460231,1.857994874,0.268846886,6.35E-13,3.69E-12,6462,sex hormone binding globulin,
PRUNE2,321.2093045,1.322039515,0.190263894,6.84E-13,3.97E-12,158471,prune homolog 2 with BCH domain,
SIGLEC10,22.59683155,-2.504551614,0.364454258,8.09E-13,4.68E-12,89790,sialic acid binding Ig like lectin 10,
PRR7,75.66503902,-1.78576727,0.26030542,8.16E-13,4.72E-12,80758,"proline rich 7, synaptic",
RASIP1,80.5281366,1.513748278,0.219469285,8.34E-13,4.82E-12,54922,Ras interacting protein 1,
TMEM171,94.18537107,-1.236923679,0.178879539,9.54E-13,5.50E-12,134285,transmembrane protein 171,
FRAT1,53.71002303,1.601813236,0.233247473,9.85E-13,5.67E-12,10023,FRAT regulator of WNT signaling pathway 1,
AC074091.13,101.2838285,1.105257915,0.159220888,9.96E-13,5.74E-12,NA,NA,
KLLN,94.12909585,1.341561262,0.194843571,1.12E-12,6.41E-12,100144748,"killin, p53 regulated DNA replication inhibitor",
UMODL1,21.43080053,2.766394525,0.403546159,1.12E-12,6.43E-12,89766,uromodulin like 1,
AC004156.3,50.2070532,1.495498297,0.217976298,1.17E-12,6.69E-12,NA,NA,
MMP1,135.1069469,-1.095921452,0.158579952,1.22E-12,7.01E-12,4312,matrix metallopeptidase 1,
RP11-1081L13.4,19.88783804,3.429856279,0.500082252,1.28E-12,7.35E-12,NA,NA,
GPR37L1,17.82470929,3.698490128,0.534034986,1.29E-12,7.37E-12,9283,G protein-coupled receptor 37 like 1,
PCDHB9,213.7297437,1.069367109,0.154747425,1.30E-12,7.45E-12,56127,protocadherin beta 9,
SPINK5,184.7243206,1.146785329,0.166438548,1.32E-12,7.56E-12,11005,serine peptidase inhibitor Kazal type 5,
RNF175,23.46091333,2.424058798,0.355706398,1.33E-12,7.59E-12,285533,ring finger protein 175,
ROR2,33.74627909,2.475282995,0.365048774,1.35E-12,7.70E-12,4920,receptor tyrosine kinase like orphan receptor 2,
RP11-462G12.2,46.58718758,1.623439838,0.238136042,1.45E-12,8.30E-12,NA,NA,
S100A4,346.2866672,1.338346482,0.19571274,1.45E-12,8.30E-12,6275,S100 calcium binding protein A4,
VTCN1,23.70427367,5.281737678,0.748345203,1.49E-12,8.47E-12,79679,V-set domain containing T cell activation inhibitor 1,
RP6-114E22.1,84.48876693,1.295509759,0.189256673,1.55E-12,8.82E-12,NA,NA,
PPM1N,71.15961393,1.388942098,0.203418927,1.57E-12,8.94E-12,147699,"protein phosphatase, Mg2+/Mn2+ dependent 1N (putative)",
SMIM10L2A,57.70474246,1.574547229,0.231689089,1.62E-12,9.22E-12,399668,small integral membrane protein 10 like 2A,
TAGLN3,18.12284615,-4.019356889,0.585303589,1.68E-12,9.56E-12,29114,transgelin 3,
CFAP70,115.3924723,1.10789985,0.16144085,1.75E-12,9.91E-12,118491,cilia and flagella associated protein 70,
PRR22,164.8468826,-1.498180548,0.221188898,1.81E-12,1.02E-11,163154,proline rich 22,
KRBOX1,90.61477601,-1.087408932,0.158548481,1.83E-12,1.03E-11,100506243,KRAB box domain containing 1,
CTD-2626G11.2,98.48105804,1.401884395,0.206263026,1.88E-12,1.06E-11,NA,NA,
CLDN4,8175.694052,1.020657531,0.14873875,1.94E-12,1.10E-11,1364,claudin 4,
RP11-383J24.1,29.19807965,2.137713818,0.316693529,1.94E-12,1.10E-11,NA,NA,
RP11-230G5.2,17.96638088,-3.28655368,0.484280487,2.00E-12,1.13E-11,NA,NA,
TMEM52,55.74316531,-1.52959828,0.226074193,2.05E-12,1.16E-11,339456,transmembrane protein 52,
NAPSA,79.99870898,1.230666922,0.18069095,2.16E-12,1.22E-11,9476,napsin A aspartic peptidase,
MOB3B,78.07912328,-1.382630544,0.204267221,2.20E-12,1.24E-11,79817,MOB kinase activator 3B,
PRAM1,22.49882635,2.483822642,0.368135803,2.20E-12,1.24E-11,84106,PML-RARA regulated adaptor molecule 1,
RP5-965G21.4,59.62381663,1.307937602,0.19247116,2.22E-12,1.25E-11,NA,NA,
RP5-1142A6.3,192.1671941,1.232669944,0.181706061,2.43E-12,1.36E-11,NA,NA,
BAHCC1,425.6873036,-1.025827838,0.150303555,2.44E-12,1.37E-11,57597,BAH domain and coiled-coil containing 1,
CTD-3088G3.8,269.9218524,1.169267531,0.172140941,2.49E-12,1.40E-11,NA,NA,
RP11-45M22.2,135.9726198,-1.095124945,0.16125948,2.82E-12,1.58E-11,NA,NA,
RP11-432J24.5,20.64772735,3.140499982,0.46789014,2.89E-12,1.61E-11,NA,NA,
RP11-218M22.1,97.69884079,1.148185722,0.16939275,2.90E-12,1.62E-11,NA,NA,
RP11-395G23.3,135.5418989,-1.032817684,0.152097222,3.04E-12,1.69E-11,NA,NA,
HSPB1,32567.97982,1.511055893,0.22517893,3.14E-12,1.75E-11,3315,heat shock protein family B (small) member 1,
TMEM130,35.33239381,2.348050563,0.353283818,3.41E-12,1.90E-11,222865,transmembrane protein 130,
NR4A2,131.9993713,1.023939128,0.151055999,3.45E-12,1.92E-11,4929,nuclear receptor subfamily 4 group A member 2,
YPEL1,63.9258909,1.511190353,0.225760187,3.46E-12,1.92E-11,29799,yippee like 1,
KCNG3,42.08784681,-1.614993442,0.241679713,3.54E-12,1.97E-11,170850,potassium voltage-gated channel modifier subfamily G member 3,
PSD,41.59124016,1.728213663,0.259002513,3.54E-12,1.97E-11,5662,pleckstrin and Sec7 domain containing,
IGHA2,19.11149547,3.239048566,0.483709353,3.65E-12,2.03E-11,3494,immunoglobulin heavy constant alpha 2 (A2m marker),
RP11-382A18.1,54.62953855,-1.482920732,0.221847477,3.87E-12,2.14E-11,NA,NA,
HID1,69.03717929,1.467091021,0.219522953,3.98E-12,2.20E-11,283987,HID1 domain containing,
AKR1B15,32.47004716,2.016675791,0.303532676,4.12E-12,2.28E-11,441282,aldo-keto reductase family 1 member B15,
IGHEP1,19.70820393,2.877886054,0.43203131,4.25E-12,2.35E-11,3498,immunoglobulin heavy constant epsilon P1 (pseudogene),
ADCY4,18.05631195,3.04162853,0.45490862,4.26E-12,2.35E-11,196883,adenylate cyclase 4,
PDE6B,112.4612884,1.097471662,0.163410016,4.81E-12,2.65E-11,5158,phosphodiesterase 6B,
TRAPPC5,53.1392886,1.495043011,0.224838171,4.97E-12,2.74E-11,126003,trafficking protein particle complex subunit 5,
PRRT4,33.88636291,2.184921907,0.331663482,5.07E-12,2.80E-11,401399,proline rich transmembrane protein 4,
ERO1B,77.28066563,1.308879152,0.19638227,5.14E-12,2.83E-11,56605,endoplasmic reticulum oxidoreductase 1 beta,
RARRES1,41.42515276,1.666166057,0.251689358,5.22E-12,2.88E-11,5918,retinoic acid receptor responder 1,
SLC6A12,23.38299718,2.67441696,0.405302859,5.27E-12,2.90E-11,6539,solute carrier family 6 member 12,
C1orf210,81.46414144,1.33480888,0.200580568,5.35E-12,2.94E-11,149466,chromosome 1 open reading frame 210,
RASL11A,74.6377884,-1.565836017,0.236556885,5.37E-12,2.95E-11,387496,RAS like family 11 member A,
GRAMD1B,857.4220933,-1.187310283,0.177980422,5.42E-12,2.98E-11,57476,GRAM domain containing 1B,
RP11-1398P2.1,70.42830875,1.311775943,0.197038513,5.45E-12,3.00E-11,NA,NA,
SLC5A10,37.35719107,1.828687606,0.277028477,5.45E-12,3.00E-11,125206,solute carrier family 5 member 10,
AKR1B10,78.99406885,1.336053824,0.200894428,5.61E-12,3.08E-11,57016,aldo-keto reductase family 1 member B10,
NPM2,38.16517106,1.809136989,0.274367561,5.74E-12,3.15E-11,10361,nucleophosmin/nucleoplasmin 2,
SEMA4A,32.78960121,2.256384043,0.343562765,6.02E-12,3.30E-11,64218,semaphorin 4A,
C17orf107,42.86609889,1.552713924,0.234744055,6.22E-12,3.41E-11,100130311,chromosome 17 open reading frame 107,
FTH1,8218.580665,1.049534816,0.157068836,6.38E-12,3.49E-11,2495,ferritin heavy chain 1,
MIAT,64.33279199,1.268210874,0.191061386,6.73E-12,3.68E-11,440823,myocardial infarction associated transcript,
COL5A3,31.85443002,2.233971634,0.341382786,6.76E-12,3.69E-11,50509,collagen type V alpha 3 chain,
AC079779.6,22.66842933,-2.81775363,0.431566429,7.01E-12,3.82E-11,NA,NA,
ADAMTS10,68.70995962,1.366247902,0.206622256,7.23E-12,3.94E-11,81794,ADAM metallopeptidase with thrombospondin type 1 motif 10,
RP11-100E13.1,22.06485369,-2.463998801,0.376271819,7.27E-12,3.96E-11,NA,NA,
ACHE,191.6090731,1.216863822,0.18382652,7.60E-12,4.14E-11,43,acetylcholinesterase (Yt blood group),
CTD-2377O17.1,18.36747989,4.584188785,0.677767134,7.81E-12,4.25E-11,NA,NA,
CYP1A1,2181.028219,1.996942321,0.307240031,7.88E-12,4.29E-11,1543,cytochrome P450 family 1 subfamily A member 1,
SPRY1,67.2670041,-1.365047549,0.207098993,8.00E-12,4.35E-11,10252,sprouty RTK signaling antagonist 1,
RP4-704D23.1,31.87158933,-2.124096673,0.325876104,8.10E-12,4.40E-11,NA,NA,
KNDC1,201.4124919,1.350783358,0.205269923,8.37E-12,4.54E-11,85442,kinase non-catalytic C-lobe domain containing 1,
C1QTNF12,93.3585766,1.305011455,0.198021538,8.47E-12,4.59E-11,388581,C1q and TNF related 12,
WIPF1,19.03394897,-2.700435414,0.41349972,8.77E-12,4.75E-11,7456,WAS/WASL interacting protein family member 1,
CST7,31.31367623,1.943940836,0.29783924,9.10E-12,4.92E-11,8530,cystatin F,
PIGZ,173.505059,1.115183002,0.169043964,1.03E-11,5.55E-11,80235,phosphatidylinositol glycan anchor biosynthesis class Z,
RP11-434H6.6,17.9644431,3.031896595,0.464701553,1.21E-11,6.50E-11,NA,NA,
GTF2IRD2,38.21368916,1.63015139,0.250526067,1.22E-11,6.58E-11,84163,GTF2I repeat domain containing 2,
FTLL2,68.41098189,1.167020181,0.177789723,1.25E-11,6.75E-11,NA,NA,
PALM2,31.25472225,-1.851272633,0.286032671,1.27E-11,6.84E-11,NA,NA,
AMOT,22.07980423,2.512941419,0.388751601,1.38E-11,7.40E-11,154796,angiomotin,
SNHG9,107.0998485,-1.114935148,0.1702844,1.39E-11,7.48E-11,735301,small nucleolar RNA host gene 9,
CD7,19.33989102,3.140876759,0.484758535,1.40E-11,7.49E-11,924,CD7 molecule,
DNAH12,34.30531715,2.097702293,0.325888795,1.43E-11,7.67E-11,201625,dynein axonemal heavy chain 12,
RP11-41O4.2,42.9074199,-2.0153415,0.31365681,1.45E-11,7.75E-11,NA,NA,
PDGFB,341.9940086,1.089622299,0.166476409,1.49E-11,7.96E-11,5155,platelet derived growth factor subunit B,
RP11-799D4.4,53.34479235,1.416326007,0.218013929,1.51E-11,8.07E-11,NA,NA,
RASGRP1,77.58867042,1.232183797,0.189184583,1.55E-11,8.28E-11,10125,RAS guanyl releasing protein 1,
CLDN7,3760.238897,1.01714469,0.155201988,1.60E-11,8.56E-11,1366,claudin 7,
S100A3,122.8328199,1.01280406,0.154428018,1.63E-11,8.68E-11,6274,S100 calcium binding protein A3,
ELOVL3,75.17483925,-1.223928679,0.188097348,1.65E-11,8.78E-11,83401,ELOVL fatty acid elongase 3,
LTF,40.02119818,1.969660202,0.307780033,1.77E-11,9.41E-11,4057,lactotransferrin,
SLC2A12,141.2618813,1.186987655,0.182609954,1.80E-11,9.59E-11,154091,solute carrier family 2 member 12,
RP11-703I16.3,16.26304398,3.379788782,0.520096867,1.81E-11,9.62E-11,NA,NA,
HOGA1,36.14921759,1.870811757,0.291384624,1.84E-11,9.78E-11,112817,4-hydroxy-2-oxoglutarate aldolase 1,
LMNTD2,70.00939399,1.521269572,0.236280321,1.85E-11,9.82E-11,256329,lamin tail domain containing 2,
CREG2,135.1962066,1.063863865,0.163351335,1.96E-11,1.04E-10,200407,cellular repressor of E1A stimulated genes 2,
RP11-615I2.2,39.63683549,1.749200684,0.272785822,2.02E-11,1.07E-10,NA,NA,
AC090616.2,26.20745333,2.075041933,0.324749725,2.22E-11,1.18E-10,NA,NA,
MSMO1,2954.167865,1.754670524,0.275453611,2.25E-11,1.19E-10,6307,methylsterol monooxygenase 1,
CYP4F12,22.57003868,2.674298989,0.420034744,2.28E-11,1.21E-10,66002,cytochrome P450 family 4 subfamily F member 12,
TREX2,76.44093931,-1.312867023,0.204006061,2.29E-11,1.21E-10,11219,three prime repair exonuclease 2,
RP11-121P12.1,24.05975811,2.17195335,0.340701847,2.43E-11,1.28E-10,NA,NA,
SELL,98.02680013,1.15672672,0.178949276,2.43E-11,1.28E-10,6402,selectin L,
SCARF1,65.29559185,1.214105782,0.1881107,2.43E-11,1.28E-10,8578,scavenger receptor class F member 1,
RP11-328P23.4,15.24890467,-3.277415194,0.509414463,2.45E-11,1.29E-10,NA,NA,
TLR2,109.5479536,1.090946306,0.168619024,2.50E-11,1.32E-10,7097,toll like receptor 2,
MGP,233.9839496,2.102407649,0.333351955,2.64E-11,1.39E-10,4256,matrix Gla protein,
SLC17A7,26.87789453,2.02743065,0.319250385,2.85E-11,1.50E-10,57030,solute carrier family 17 member 7,
TLE4,218.2487223,1.285165865,0.200575398,2.86E-11,1.51E-10,7091,"TLE family member 4, transcriptional corepressor",
RP4-584D14.7,56.74622435,1.325873109,0.207106338,2.99E-11,1.57E-10,NA,NA,
AC007193.6,13.5501968,8.156275302,2.647337695,2.99E-11,1.57E-10,NA,NA,
SHROOM4,132.1244367,1.093960699,0.17000068,3.09E-11,1.62E-10,57477,shroom family member 4,
RP4-758J18.10,50.38950257,1.668563583,0.26311355,3.13E-11,1.64E-10,NA,NA,
IGHM,17.14316959,4.475985344,0.685448796,3.41E-11,1.78E-10,3507,immunoglobulin heavy constant mu,
NMU,21.97427712,-2.330869464,0.369770849,3.52E-11,1.84E-10,10874,neuromedin U,
AF121898.3,19.9707234,-2.416168641,0.382822129,3.54E-11,1.85E-10,NA,NA,
DDO,51.33801854,1.630361582,0.257549093,3.56E-11,1.86E-10,8528,D-aspartate oxidase,
HSPBL3,50.49986081,1.660343468,0.262741815,3.72E-11,1.94E-10,NA,NA,
NCLP1,76.02277934,-1.170717038,0.183320092,3.88E-11,2.02E-10,100302751,nucleolin pseudogene 1,
ZMYND12,66.69686263,1.244356027,0.195186649,3.94E-11,2.05E-10,84217,zinc finger MYND-type containing 12,
SDS,36.01610189,1.862514067,0.295541724,3.95E-11,2.06E-10,10993,serine dehydratase,
DNAH17,236.281439,1.108576431,0.173471228,4.02E-11,2.10E-10,8632,dynein axonemal heavy chain 17,
AF131215.9,46.8682791,1.365271985,0.214793678,4.06E-11,2.12E-10,NA,NA,
PCDHGB7,139.5714629,1.085722297,0.169670207,4.08E-11,2.12E-10,56099,"protocadherin gamma subfamily B, 7",
ZNF684,88.72196101,-1.069382735,0.167520648,4.54E-11,2.36E-10,127396,zinc finger protein 684,
CTD-2269F5.1,56.55701371,1.553923321,0.246753379,4.62E-11,2.40E-10,NA,NA,
DUSP8,168.6669165,1.030018475,0.1612192,4.65E-11,2.41E-10,1850,dual specificity phosphatase 8,
ZNF396,70.99278356,1.569547211,0.249892765,4.86E-11,2.52E-10,252884,zinc finger protein 396,
UNC13A,28.86318131,2.052491474,0.3296578,5.66E-11,2.93E-10,23025,unc-13 homolog A,
CFI,92.9864309,1.476481765,0.235477591,5.68E-11,2.93E-10,3426,complement factor I,
BIRC3,407.2164326,-1.149872972,0.181910936,5.79E-11,2.99E-10,330,baculoviral IAP repeat containing 3,
CTB-193M12.5,109.8949547,-1.105526637,0.174645737,5.85E-11,3.02E-10,NA,NA,
IZUMO4,77.74332341,1.439657676,0.229700271,5.88E-11,3.04E-10,113177,IZUMO family member 4,
CH17-302M23.1,21.70237712,2.338878845,0.375634961,6.21E-11,3.20E-10,NA,NA,
AP000251.3,29.57720886,-1.78188104,0.286056052,6.43E-11,3.31E-10,NA,NA,
BICC1,508.372448,1.05648375,0.16692375,6.58E-11,3.39E-10,80114,BicC family RNA binding protein 1,
AC003102.3,80.72717782,1.128277583,0.178585627,6.68E-11,3.43E-10,NA,NA,
DNAI1,29.0645648,1.837125629,0.295321038,6.92E-11,3.55E-10,27019,dynein axonemal intermediate chain 1,
RP11-284F21.7,61.84619172,-1.333621508,0.21297665,7.08E-11,3.64E-10,NA,NA,
RP11-527N22.2,14.67100474,-4.102818588,0.645914314,7.19E-11,3.69E-10,NA,NA,
RP11-16P6.1,26.65674002,-1.922179955,0.309800452,7.24E-11,3.71E-10,NA,NA,
PDIA2,17.78092468,2.795172199,0.449479811,7.43E-11,3.81E-10,64714,protein disulfide isomerase family A member 2,
Sept-04,40.42038944,1.600672012,0.258032387,8.54E-11,4.36E-10,NA,NA,
CEBPD,271.9541219,1.149250896,0.18348963,8.73E-11,4.46E-10,1052,CCAAT enhancer binding protein delta,
