gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,entrez_id,description,
TRIB2,116.660389,-1.50072046,0.24236311,8.89E-11,4.53E-10,28951,tribbles pseudokinase 2,
AADAC,17.55946216,-2.824527834,0.457637898,9.12E-11,4.64E-10,13,arylacetamide deacetylase,
THAP8,149.2664704,1.009371878,0.1604793,9.36E-11,4.76E-10,199745,THAP domain containing 8,
GFAP,74.54728538,-1.223717692,0.196207132,9.41E-11,4.79E-10,2670,glial fibrillary acidic protein,
TMC1,17.37562199,3.066973809,0.49760943,1.02E-10,5.17E-10,117531,transmembrane channel like 1,
ZSCAN12P1,97.32585385,-1.042423113,0.166395432,1.02E-10,5.20E-10,221584,zinc finger and SCAN domain containing 12 pseudogene 1,
CDH18,45.66007405,1.696471634,0.276103797,1.08E-10,5.48E-10,1016,cadherin 18,
RP11-240L7.5,32.57200309,1.700041968,0.276380279,1.14E-10,5.78E-10,NA,NA,
CRYM,36.86598525,1.723809911,0.280599134,1.16E-10,5.88E-10,1428,crystallin mu,
AC005154.7,30.14033512,1.754163817,0.286085176,1.25E-10,6.32E-10,NA,NA,
RP13-766D20.2,17.39536948,2.662665545,0.433795818,1.26E-10,6.34E-10,NA,NA,
FMO5,119.9232675,1.104334846,0.177657857,1.28E-10,6.44E-10,2330,flavin containing dimethylaniline monoxygenase 5,
CLCNKA,16.79332923,3.014763108,0.492239835,1.37E-10,6.92E-10,1187,chloride voltage-gated channel Ka,
SPAG17,94.56155794,1.203115018,0.194738689,1.39E-10,6.99E-10,200162,sperm associated antigen 17,
KIAA1211L,58.09449765,1.331927486,0.216622102,1.53E-10,7.67E-10,NA,NA,
ZNF517,115.2116593,1.01817714,0.163908673,1.53E-10,7.70E-10,340385,zinc finger protein 517,
RP11-650L12.2,66.0294994,-1.174173364,0.190348722,1.57E-10,7.90E-10,NA,NA,
FAM71E1,80.49514376,1.101715612,0.17861107,1.75E-10,8.78E-10,NA,NA,
DEGS2,30.58288119,2.228883185,0.370112127,1.78E-10,8.92E-10,123099,"delta 4-desaturase, sphingolipid 2",
LCN2,23.87924649,2.205523983,0.364924546,1.84E-10,9.20E-10,3934,lipocalin 2,
TMEM125,15.47221035,3.294388819,0.539110323,1.89E-10,9.44E-10,128218,transmembrane protein 125,
RP11-211G23.2,18.9277722,-5.433171954,0.857122243,1.99E-10,9.92E-10,NA,NA,
RP11-383H13.1,53.10540293,1.32439046,0.217112045,2.05E-10,1.02E-09,NA,NA,
CTD-2162K18.4,46.70198572,-1.418197508,0.233496911,2.10E-10,1.05E-09,NA,NA,
AC007040.7,15.1736844,-3.001654917,0.4962862,2.26E-10,1.12E-09,NA,NA,
RP11-886P16.3,60.9209741,1.329328189,0.218941686,2.42E-10,1.20E-09,NA,NA,
MSH5,92.90358354,-1.038092171,0.16955973,2.52E-10,1.25E-09,4439,mutS homolog 5,
ABHD1,50.9242609,1.284056775,0.211257852,2.54E-10,1.26E-09,84696,abhydrolase domain containing 1,
RP11-511P7.2,15.60183382,4.059238748,0.661427684,2.56E-10,1.27E-09,NA,NA,
TLR3,46.77045831,1.728629394,0.287885467,2.57E-10,1.28E-09,7098,toll like receptor 3,
CCDC187,22.74103732,2.244458993,0.374451111,2.58E-10,1.28E-09,399693,coiled-coil domain containing 187,
PPP4R4,34.86059975,-1.791846104,0.299094847,2.59E-10,1.28E-09,57718,protein phosphatase 4 regulatory subunit 4,
CCDC36,44.05109696,-1.423458378,0.235670819,2.62E-10,1.30E-09,NA,NA,
CCDC62,31.94857942,1.667428511,0.276906768,2.65E-10,1.31E-09,84660,coiled-coil domain containing 62,
RP11-597K23.2,24.47363238,2.087363173,0.348964796,2.75E-10,1.36E-09,NA,NA,
RP11-473N11.2,121.7939577,-1.078168607,0.17704824,2.90E-10,1.44E-09,NA,NA,
ALK,23.73317232,2.355941,0.394876688,2.91E-10,1.44E-09,238,ALK receptor tyrosine kinase,
TULP2,63.75705464,1.22346726,0.202085285,3.01E-10,1.49E-09,7288,TUB like protein 2,
RP11-64D22.2,15.60277532,-3.41455019,0.57124186,3.17E-10,1.56E-09,NA,NA,
AKAP3,69.48865537,1.120821126,0.184768718,3.29E-10,1.62E-09,10566,A-kinase anchoring protein 3,
XKR3,60.94665048,1.346312758,0.223676539,3.31E-10,1.63E-09,150165,XK related 3,
RP11-61A14.4,20.05856132,2.348361062,0.393695283,3.34E-10,1.65E-09,NA,NA,
ANO7P1,26.3639751,1.992322197,0.334504054,3.37E-10,1.66E-09,NA,NA,
TRPM8,39.54596582,1.48388309,0.24737056,3.38E-10,1.67E-09,79054,transient receptor potential cation channel subfamily M member 8,
RP4-760C5.5,14.08792432,3.904198833,0.639498652,3.49E-10,1.72E-09,NA,NA,
RP11-328M4.2,42.30061857,-1.431860341,0.239023969,3.62E-10,1.78E-09,NA,NA,
RP11-443P15.2,43.63413732,1.47032298,0.245492757,3.62E-10,1.78E-09,NA,NA,
RP4-564F22.5,59.79497809,-1.213700895,0.201556669,3.74E-10,1.84E-09,NA,NA,
LRP1,2816.463882,1.530893609,0.257298228,3.76E-10,1.85E-09,4035,LDL receptor related protein 1,
LPAR6,15.58564729,-6.459610304,1.298177009,3.85E-10,1.89E-09,10161,lysophosphatidic acid receptor 6,
RP11-327F22.1,33.43212823,1.593696575,0.267137907,3.87E-10,1.90E-09,NA,NA,
RTN4RL2,51.22090723,1.416748099,0.237164291,4.08E-10,2.00E-09,349667,reticulon 4 receptor like 2,
CTA-384D8.35,16.33090031,4.10126907,0.681268737,4.16E-10,2.04E-09,NA,NA,
RP13-714J12.1,19.65073043,2.3600704,0.399080243,4.19E-10,2.05E-09,NA,NA,
MEGF6,1372.251115,1.522210282,0.256564649,4.23E-10,2.07E-09,1953,multiple EGF like domains 6,
PRDM16,71.76411347,-1.137728659,0.189161936,4.31E-10,2.11E-09,63976,PR/SET domain 16,
RTEL1,57.26104725,-1.280181835,0.213993918,4.40E-10,2.15E-09,51750,regulator of telomere elongation helicase 1,
RP11-617D20.1,48.48769492,1.351895849,0.226499932,4.62E-10,2.25E-09,NA,NA,
CITF22-49E9.3,21.0754194,2.227172897,0.377485676,4.74E-10,2.31E-09,NA,NA,
RP11-48B3.4,37.11958852,1.796537766,0.305005818,4.77E-10,2.33E-09,NA,NA,
U70984.1,50.88657581,-1.264135855,0.211771971,4.82E-10,2.35E-09,NA,NA,
RP5-967N21.11,15.92040821,-2.940501131,0.499539052,4.86E-10,2.37E-09,NA,NA,
FAM53A,69.14955637,-1.136022076,0.189600509,4.94E-10,2.40E-09,152877,family with sequence similarity 53 member A,
RP13-895J2.6,35.47913037,-1.543350405,0.260579885,4.96E-10,2.42E-09,NA,NA,
RP11-564D11.3,34.90086951,-1.76041916,0.299255898,5.02E-10,2.44E-09,NA,NA,
ZFHX2,73.55720267,1.468794335,0.24834238,5.21E-10,2.53E-09,85446,zinc finger homeobox 2,
AC016689.1,36.04248707,1.535675715,0.259731494,5.50E-10,2.67E-09,NA,NA,
RP5-1169K15.1,86.9217779,1.046677565,0.17456787,5.54E-10,2.68E-09,NA,NA,
GS1-600G8.5,48.11849729,1.48371581,0.251165598,5.67E-10,2.75E-09,NA,NA,
PCDHB10,169.2804644,1.095857147,0.183469019,5.89E-10,2.85E-09,56126,protocadherin beta 10,
RAB37,30.56155146,1.681218606,0.285797541,6.07E-10,2.94E-09,326624,"RAB37, member RAS oncogene family",
GPR35,64.64384989,1.10118397,0.184577624,6.33E-10,3.05E-09,2859,G protein-coupled receptor 35,
KCTD19,55.98573342,1.448191895,0.245739657,6.36E-10,3.07E-09,146212,potassium channel tetramerization domain containing 19,
LCN12,22.24220314,2.134028978,0.365092143,6.42E-10,3.10E-09,286256,lipocalin 12,
C8orf46,132.1523935,1.089982782,0.182983589,6.57E-10,3.17E-09,NA,NA,
CTD-2020K17.3,34.5939644,1.566501012,0.266802809,6.85E-10,3.30E-09,NA,NA,
EFHD1,31.41295461,1.638115214,0.279352472,7.09E-10,3.41E-09,80303,EF-hand domain family member D1,
GLDN,29.43511522,2.262566761,0.390146377,7.10E-10,3.42E-09,342035,gliomedin,
CYP39A1,80.25460058,1.339495243,0.227683749,7.48E-10,3.59E-09,51302,cytochrome P450 family 39 subfamily A member 1,
PLEKHS1,21.84442264,3.094735862,0.53569694,7.67E-10,3.68E-09,79949,pleckstrin homology domain containing S1,
INSC,14.9294693,-2.95010637,0.507561147,7.99E-10,3.83E-09,387755,INSC spindle orientation adaptor protein,
CDK5R2,64.28316858,1.121833942,0.189425837,8.12E-10,3.89E-09,8941,cyclin dependent kinase 5 regulatory subunit 2,
RP11-484L8.1,8.873604247,-7.612084694,2.651977748,8.15E-10,3.90E-09,NA,NA,
RP13-104F24.2,25.82826042,1.862358295,0.320112168,8.20E-10,3.93E-09,NA,NA,
RP11-30K9.6,21.61622179,2.027692606,0.348998106,8.39E-10,4.01E-09,NA,NA,
NLRP12,43.67378347,1.345113213,0.229040201,8.43E-10,4.03E-09,91662,NLR family pyrin domain containing 12,
RP13-507I23.1,102.0483255,1.015815634,0.171216897,8.57E-10,4.10E-09,NA,NA,
RP11-2C24.9,56.02912967,1.405066418,0.241567832,1.02E-09,4.86E-09,NA,NA,
KLHDC7A,44.85350616,1.66131338,0.287467054,1.02E-09,4.87E-09,127707,kelch domain containing 7A,
GABRD,58.31369358,-1.358031462,0.233307067,1.06E-09,5.02E-09,2563,gamma-aminobutyric acid type A receptor subunit delta,
RP13-554M15.7,91.69383487,-1.050644132,0.178536392,1.07E-09,5.08E-09,NA,NA,
RP1-93I3.1,38.12505631,1.562066166,0.269730721,1.09E-09,5.18E-09,NA,NA,
RP11-283I3.6,80.93508143,1.128414089,0.192690305,1.14E-09,5.42E-09,NA,NA,
ECEL1P2,17.4730015,2.580865895,0.448177635,1.17E-09,5.53E-09,347694,endothelin converting enzyme like 1 pseudogene 2,
CTD-3035D6.2,40.88667737,-1.437767206,0.248338708,1.17E-09,5.55E-09,NA,NA,
FAM9B,56.38296852,-1.294468648,0.22259724,1.19E-09,5.63E-09,171483,family with sequence similarity 9 member B,
HILS1,14.31312625,3.309667243,0.570693066,1.20E-09,5.66E-09,NA,NA,
RP11-373D23.3,36.84052971,1.474384921,0.254537478,1.20E-09,5.68E-09,NA,NA,
MGAT4A,59.60778011,1.218262758,0.208985461,1.20E-09,5.68E-09,11320,"alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A",
OVOL2,109.3073372,-1.007485705,0.171524156,1.21E-09,5.74E-09,58495,ovo like zinc finger 2,
PSG1,28.18262323,1.671472038,0.289944659,1.26E-09,5.96E-09,5669,pregnancy specific beta-1-glycoprotein 1,
SERPING1,42.10755002,1.812054563,0.317273277,1.38E-09,6.49E-09,710,serpin family G member 1,
RP6-91H8.3,35.13743403,-1.522693341,0.26486587,1.42E-09,6.68E-09,NA,NA,
AC058791.1,64.19503139,-1.087999015,0.186793985,1.46E-09,6.86E-09,NA,NA,
LGALS9,34.21202655,1.60394782,0.279592345,1.48E-09,6.95E-09,3965,galectin 9,
AC011747.7,27.58348664,1.84896523,0.324405623,1.58E-09,7.41E-09,NA,NA,
DYNLRB2,33.68722129,1.748910703,0.306817331,1.58E-09,7.44E-09,83657,dynein light chain roadblock-type 2,
AGXT,44.65052256,1.81332863,0.319512508,1.65E-09,7.74E-09,189,alanine--glyoxylate aminotransferase,
RP11-845M18.6,22.10530131,2.075611542,0.364736599,1.65E-09,7.76E-09,NA,NA,
C1orf101,22.39215044,1.981677848,0.348299748,1.69E-09,7.94E-09,NA,NA,
IL32,891.2648863,1.400092216,0.244744127,1.72E-09,8.07E-09,9235,interleukin 32,
RP11-722A15.2,69.90665364,1.054868762,0.1815661,1.75E-09,8.19E-09,NA,NA,
CTC-510F12.2,42.40930322,1.459305124,0.255359875,1.79E-09,8.35E-09,NA,NA,
AC008268.2,69.42836729,-1.035468923,0.178555106,1.85E-09,8.64E-09,NA,NA,
MORN5,15.95196222,2.704511877,0.476823954,1.92E-09,8.98E-09,254956,MORN repeat containing 5,
CTD-3128G10.7,16.37440331,2.651335777,0.468535601,2.07E-09,9.63E-09,NA,NA,
CEACAM1,29.63746192,1.624106959,0.285897495,2.11E-09,9.81E-09,634,CEA cell adhesion molecule 1,
RP11-46D6.1,48.64647617,1.610728346,0.284810132,2.14E-09,9.98E-09,NA,NA,
RP11-417L14.1,17.39319694,-2.231969479,0.396008127,2.18E-09,1.01E-08,NA,NA,
CD177,39.95781517,1.339110002,0.234638332,2.26E-09,1.05E-08,57126,CD177 molecule,
RAB26,57.27497186,1.177413291,0.205324628,2.29E-09,1.06E-08,25837,"RAB26, member RAS oncogene family",
CTD-2066L21.3,84.84227805,-1.054902864,0.183470467,2.34E-09,1.09E-08,NA,NA,
FAM27C,19.20062732,-2.460291694,0.439891677,2.37E-09,1.10E-08,100132948,family with sequence similarity 27 member C,
ZMYND15,30.84608545,2.229624329,0.400224038,2.46E-09,1.14E-08,84225,zinc finger MYND-type containing 15,
RSPO3,20.41191336,2.09489329,0.373192415,2.54E-09,1.18E-08,84870,R-spondin 3,
FAM78A,79.4718113,1.128189905,0.197218408,2.64E-09,1.22E-08,286336,family with sequence similarity 78 member A,
IL12A,50.79363914,-1.257361275,0.221533055,2.77E-09,1.28E-08,3592,interleukin 12A,
RP11-313D6.4,64.34281871,1.214106628,0.213514652,2.79E-09,1.29E-08,NA,NA,
AL133493.2,74.81331165,1.096254369,0.191944528,2.88E-09,1.33E-08,NA,NA,
TRIM63,16.02694322,5.047048297,0.857576875,2.94E-09,1.35E-08,84676,tripartite motif containing 63,
PDZK1IP1,17.49008258,2.317394655,0.414285115,2.96E-09,1.36E-08,10158,PDZK1 interacting protein 1,
PIK3R5,68.27857346,1.381412963,0.244809255,2.96E-09,1.36E-08,23533,phosphoinositide-3-kinase regulatory subunit 5,
CPNE9,19.96821796,2.23813898,0.402414262,3.02E-09,1.39E-08,151835,copine family member 9,
TMPRSS7,16.50752897,2.476040202,0.443462912,3.22E-09,1.48E-08,344805,transmembrane serine protease 7,
AC005330.2,36.41338583,1.589131722,0.284763687,3.46E-09,1.59E-08,NA,NA,
LLNLR-271C9.1,13.70923491,2.945720181,0.525917776,3.53E-09,1.62E-08,NA,NA,
HHEX,45.53249778,-1.23129299,0.218339633,3.63E-09,1.66E-08,3087,hematopoietically expressed homeobox,
LPAR1,49.97415771,-1.34591469,0.239941335,3.70E-09,1.69E-08,1902,lysophosphatidic acid receptor 1,
KRT123P,12.63509911,3.487673117,0.618027106,3.79E-09,1.73E-08,NA,NA,
AC018809.6,84.20285128,-1.008100514,0.177670053,3.97E-09,1.81E-08,NA,NA,
WNT4,23.05858408,1.835858871,0.330777099,4.03E-09,1.84E-08,54361,Wnt family member 4,
TMEM59L,85.89464348,1.044368556,0.184347654,4.03E-09,1.84E-08,25789,transmembrane protein 59 like,
CCDC64B,56.36175301,1.279662147,0.228154057,4.10E-09,1.87E-08,NA,NA,
AKR1C3,513.2231802,1.557425001,0.281320658,4.22E-09,1.92E-08,8644,aldo-keto reductase family 1 member C3,
TMPRSS3,14.37966208,2.763985754,0.498801354,4.49E-09,2.04E-08,64699,transmembrane serine protease 3,
DHRS12,34.96319021,1.395132323,0.250176308,4.56E-09,2.07E-08,79758,dehydrogenase/reductase 12,
RP1-102E24.8,62.56683989,-1.159639187,0.206784504,4.57E-09,2.08E-08,NA,NA,
INHBE,43.6717038,1.273741091,0.227707875,4.60E-09,2.09E-08,83729,inhibin subunit beta E,
MYOZ1,16.0467767,2.505576765,0.454553721,4.63E-09,2.10E-08,58529,myozenin 1,
ERVV-1,20.84926306,2.124704209,0.386536001,4.64E-09,2.11E-08,147664,"endogenous retrovirus group V member 1, envelope",
RNF39,45.28154829,1.347982835,0.24200915,4.82E-09,2.18E-08,80352,ring finger protein 39,
FST,19.27506392,-2.211129502,0.403533728,4.94E-09,2.24E-08,10468,follistatin,
DNAAF1,56.01939503,1.10115147,0.196357392,5.33E-09,2.41E-08,123872,dynein axonemal assembly factor 1,
RP3-325F22.5,36.65280534,-1.492102274,0.270692405,5.50E-09,2.48E-08,NA,NA,
TMEM163,26.56249127,1.891948092,0.345995189,5.55E-09,2.50E-08,81615,transmembrane protein 163,
TMEM191C,12.95677255,2.995641639,0.542128641,5.77E-09,2.60E-08,645426,transmembrane protein 191C,
DFNB59,85.77852606,1.06689441,0.190961109,5.97E-09,2.69E-08,NA,NA,
MROH8,58.06062514,1.073001346,0.191876053,6.10E-09,2.74E-08,140699,maestro heat like repeat family member 8,
U73167.7,16.05387376,2.336706483,0.426911833,6.10E-09,2.74E-08,NA,NA,
RP11-760H22.2,26.34050274,1.847989476,0.338570542,6.26E-09,2.81E-08,NA,NA,
RP11-280F2.2,27.80412975,1.678584103,0.30637314,6.36E-09,2.85E-08,NA,NA,
APBB1IP,13.52853636,4.382152235,0.776498051,6.50E-09,2.92E-08,54518,amyloid beta precursor protein binding family B member 1 interacting protein,
SPRR2D,13.22501908,2.8760951,0.524394497,6.67E-09,2.99E-08,6703,small proline rich protein 2D,
RP11-153A23.6,20.04294975,1.999842791,0.367472258,6.89E-09,3.09E-08,NA,NA,
RP11-112L6.3,26.92873033,1.651560561,0.302273127,7.03E-09,3.15E-08,NA,NA,
PRSS27,36.11469076,1.376966041,0.250528047,7.23E-09,3.23E-08,83886,serine protease 27,
LEMD1,63.67783368,1.311391942,0.239042911,7.86E-09,3.51E-08,93273,LEM domain containing 1,
RP11-248C1.2,41.55140629,1.42833124,0.26141874,7.93E-09,3.54E-08,NA,NA,
CTD-2515O10.6,50.87738656,-1.132671437,0.204937451,7.96E-09,3.55E-08,NA,NA,
KLHDC1,27.29005866,1.570441925,0.288003552,8.10E-09,3.61E-08,122773,kelch domain containing 1,
FAM65C,14.77482195,2.576515096,0.475755055,8.48E-09,3.78E-08,NA,NA,
TMPRSS6,67.53527311,1.045498078,0.188891623,8.57E-09,3.82E-08,164656,transmembrane serine protease 6,
MBNL1-AS1,59.6030481,1.139298994,0.20672577,8.69E-09,3.87E-08,401093,MBNL1 antisense RNA 1,
ZBTB7C,78.84683086,1.155935816,0.210151187,8.84E-09,3.93E-08,201501,zinc finger and BTB domain containing 7C,
DHDH,88.7692545,1.066365509,0.193215439,8.89E-09,3.95E-08,27294,dihydrodiol dehydrogenase,
ANKRD53,19.81243883,2.118581901,0.391748351,8.99E-09,3.99E-08,79998,ankyrin repeat domain 53,
FAM172B,23.81316357,-1.776987331,0.329523561,9.14E-09,4.06E-08,NA,NA,
TRPV6,36.27286639,1.670447732,0.309529581,9.24E-09,4.10E-08,55503,transient receptor potential cation channel subfamily V member 6,
RP11-893F2.14,7.336294291,7.060308306,2.530804486,9.54E-09,4.23E-08,NA,NA,
FAM196B,15.69148192,-2.701506704,0.504955019,9.82E-09,4.35E-08,NA,NA,
RP11-456H18.2,29.09551716,1.611631809,0.298315559,9.94E-09,4.40E-08,NA,NA,
C2orf70,14.75494239,-2.615403337,0.488650106,1.07E-08,4.74E-08,NA,NA,
CKMT1B,125.8017513,1.003770619,0.182920714,1.17E-08,5.15E-08,1159,"creatine kinase, mitochondrial 1B",
RP11-7F17.5,25.7663545,1.642786907,0.305796532,1.17E-08,5.17E-08,NA,NA,
SLC7A2,119.6662494,-1.321608231,0.244813128,1.19E-08,5.26E-08,6542,solute carrier family 7 member 2,
FAM83E,15.10258235,2.412421661,0.450718832,1.20E-08,5.28E-08,54854,family with sequence similarity 83 member E,
PPP1R32,40.14124516,1.373486545,0.254163845,1.22E-08,5.36E-08,NA,NA,
MYOM1,27.45819224,1.691707241,0.315858165,1.24E-08,5.45E-08,8736,myomesin 1,
PLIN5,29.00606511,1.844524227,0.346871727,1.27E-08,5.60E-08,440503,perilipin 5,
HRCT1,22.24259669,2.177051536,0.410745267,1.30E-08,5.69E-08,646962,histidine rich carboxyl terminus 1,
RP11-446N19.1,42.71340353,1.54154155,0.288232722,1.32E-08,5.79E-08,NA,NA,
GTF2IRD2B,42.11674152,1.245711043,0.230073115,1.32E-08,5.81E-08,389524,GTF2I repeat domain containing 2B,
RP11-554A11.10,50.77404369,1.466846865,0.273789879,1.36E-08,5.94E-08,NA,NA,
CFH,256.8520449,1.002804089,0.183800576,1.40E-08,6.13E-08,3075,complement factor H,
ACTL8,51.91725578,-1.458470354,0.272889426,1.41E-08,6.15E-08,81569,actin like 8,
CITF22-92A6.1,61.76996377,1.129098342,0.208237992,1.41E-08,6.18E-08,NA,NA,
RP11-96H19.1,65.29756035,1.11474754,0.205736707,1.49E-08,6.52E-08,NA,NA,
IL4I1,26.64899301,1.629472495,0.305823488,1.50E-08,6.55E-08,259307,interleukin 4 induced 1,
RP11-722C17.1,44.46231507,1.229802355,0.228442585,1.59E-08,6.92E-08,NA,NA,
PHYHIP,50.84722781,1.251559045,0.232964243,1.60E-08,6.98E-08,9796,phytanoyl-CoA 2-hydroxylase interacting protein,
RP11-278L15.1,26.08837284,1.750929536,0.330407972,1.62E-08,7.06E-08,NA,NA,
RP11-467J12.4,59.04031895,1.03341666,0.19037932,1.62E-08,7.07E-08,NA,NA,
EMILIN1,32.59364799,1.472134532,0.276204833,1.63E-08,7.11E-08,11117,elastin microfibril interfacer 1,
LUM,14.12419006,2.608294184,0.49232067,1.64E-08,7.13E-08,4060,lumican,
RP11-93B14.10,20.60734599,1.829796514,0.345358358,1.66E-08,7.22E-08,NA,NA,
S1PR1,19.50884203,2.562644057,0.488712102,1.66E-08,7.23E-08,1901,sphingosine-1-phosphate receptor 1,
ANXA8L1,29.06111873,1.510606881,0.28366619,1.67E-08,7.28E-08,728113,annexin A8 like 1,
GS1-44D20.1,54.89529264,1.141538657,0.211914521,1.71E-08,7.44E-08,NA,NA,
CTD-2165H16.2,23.60541352,-1.642891772,0.310365503,1.76E-08,7.63E-08,NA,NA,
TSKS,33.69879072,1.398869086,0.262377517,1.76E-08,7.63E-08,60385,testis specific serine kinase substrate,
RP11-736K20.6,15.88677545,2.232934036,0.423049996,1.78E-08,7.73E-08,NA,NA,
RP13-178D16.2,37.67166866,-1.346981649,0.252734243,1.81E-08,7.86E-08,NA,NA,
RP11-325F22.2,95.21120953,1.081837817,0.200762358,1.84E-08,7.96E-08,NA,NA,
RP11-290H9.4,15.34684483,2.428718574,0.461691166,1.85E-08,8.00E-08,NA,NA,
RP3-473B4.3,13.89454744,2.70033323,0.511756964,1.85E-08,8.00E-08,NA,NA,
MIR621,19.9485543,-1.917725055,0.365208488,1.87E-08,8.10E-08,693206,microRNA 621,
C16orf86,62.48622231,1.14328723,0.21310043,1.91E-08,8.26E-08,388284,chromosome 16 open reading frame 86,
RP11-488P3.1,57.25993963,-1.091498783,0.203173391,1.95E-08,8.45E-08,NA,NA,
RP11-182J1.14,20.28936706,1.86156095,0.353384753,1.95E-08,8.45E-08,NA,NA,
RP11-342M1.3,29.85987452,-1.485076872,0.280580319,1.98E-08,8.56E-08,NA,NA,
ERICD,32.79265374,1.459061539,0.275422791,1.99E-08,8.60E-08,104355217,E2F1-regulated inhibitor of cell death,
CHI3L2,75.23063859,1.074433067,0.20019339,2.11E-08,9.12E-08,1117,chitinase 3 like 2,
RP5-1021I20.1,60.10378401,1.161010902,0.217364459,2.13E-08,9.21E-08,NA,NA,
SLC7A10,11.72591161,3.169620059,0.597827623,2.16E-08,9.33E-08,56301,solute carrier family 7 member 10,
NKPD1,48.97136974,1.224344028,0.230181892,2.21E-08,9.52E-08,284353,NTPase KAP family P-loop domain containing 1,
NDP,11.95252036,-3.144028621,0.598955918,2.22E-08,9.57E-08,4693,norrin cystine knot growth factor NDP,
TMEM220-AS1,15.64137418,2.3689354,0.45386307,2.28E-08,9.83E-08,101101775,TMEM220 antisense RNA 1,
TTLL9,17.40269346,2.153019039,0.413216241,2.45E-08,1.05E-07,164395,tubulin tyrosine ligase like 9,
RP11-278A23.1,30.63716005,-1.467262676,0.279677649,2.53E-08,1.09E-07,NA,NA,
ZNF843,41.11065177,1.496398177,0.285788001,2.58E-08,1.11E-07,283933,zinc finger protein 843,
TNXB,126.9524075,1.246787202,0.236743982,2.75E-08,1.18E-07,7148,tenascin XB,
SYNPO2,121.8998634,1.226964099,0.232931626,2.81E-08,1.20E-07,171024,synaptopodin 2,
CTC-301O7.4,34.42432947,1.444925668,0.275928368,2.83E-08,1.21E-07,NA,NA,
WI2-87327B8.2,27.47341562,1.621696862,0.311222651,2.89E-08,1.24E-07,NA,NA,
DUOX2,13.25676149,2.625594,0.504867902,2.93E-08,1.25E-07,50506,dual oxidase 2,
GBP4,16.60081318,2.367465006,0.459353574,2.95E-08,1.26E-07,115361,guanylate binding protein 4,
RP11-153M3.1,70.43078031,-1.055155426,0.198942744,2.96E-08,1.26E-07,NA,NA,
RP11-348A11.5,83.79081314,1.010682566,0.190146831,3.07E-08,1.31E-07,NA,NA,
IL36RN,86.12066858,1.034968734,0.195150488,3.16E-08,1.35E-07,26525,interleukin 36 receptor antagonist,
TUBB2B,17.23911439,2.12779832,0.412406233,3.17E-08,1.35E-07,347733,tubulin beta 2B class IIb,
RP11-57A19.2,22.644861,-1.81000971,0.351279024,3.26E-08,1.39E-07,NA,NA,
NOXA1,35.741377,1.562219594,0.301839998,3.36E-08,1.43E-07,10811,NADPH oxidase activator 1,
TUBBP1,62.21295594,-1.094335426,0.207965086,3.48E-08,1.48E-07,92755,tubulin beta pseudogene 1,
AC021218.2,40.45540988,-1.320183979,0.253164025,3.48E-08,1.48E-07,NA,NA,
PRR29,58.95205038,1.033377435,0.195596802,3.53E-08,1.50E-07,92340,proline rich 29,
TSPAN1,61.09393181,1.004392004,0.18972754,3.54E-08,1.50E-07,10103,tetraspanin 1,
HS3ST1,70.07320498,-1.014916858,0.192147602,3.65E-08,1.55E-07,9957,heparan sulfate-glucosamine 3-sulfotransferase 1,
ST8SIA1,66.62430901,1.05913107,0.20097443,3.71E-08,1.57E-07,6489,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1",
