gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,entrez_id,description
SETD4,835.5655545,-0.343610728,0.067258273,2.70E-07,1.07E-06,54093,SET domain containing 4
MCPH1,791.3223334,-0.458098874,0.09015713,2.70E-07,1.07E-06,79648,microcephalin 1
HDAC9,1879.130863,0.62566333,0.124431219,2.74E-07,1.08E-06,9734,histone deacetylase 9
C19orf53,3768.601732,-0.385622063,0.075654515,2.74E-07,1.08E-06,28974,chromosome 19 open reading frame 53
DMGDH,85.64825756,0.824602784,0.166127443,2.74E-07,1.08E-06,29958,dimethylglycine dehydrogenase
CCDC12,1150.910488,-0.43122926,0.084821853,2.75E-07,1.09E-06,151903,coiled-coil domain containing 12
SLC35E4,368.4681737,-0.661231323,0.131973267,2.80E-07,1.11E-06,339665,solute carrier family 35 member E4
RNASEK,117.9366549,0.828110807,0.167208105,2.81E-07,1.11E-06,440400,ribonuclease K
NOMO1,1800.807263,-0.276990601,0.054177057,2.83E-07,1.12E-06,23420,NODAL modulator 1
ZNF264,1555.919659,0.303512641,0.059435652,2.84E-07,1.12E-06,9422,zinc finger protein 264
RP11-676J12.7,61.54721791,-0.892494385,0.181037335,2.85E-07,1.12E-06,NA,NA
RAB19,11.71353519,2.39987429,0.505130101,2.85E-07,1.13E-06,401409,"RAB19, member RAS oncogene family"
KLHL5,2913.056371,0.55427635,0.10988504,2.87E-07,1.13E-06,51088,kelch like family member 5
GFRA3,37.00937623,1.380538802,0.28832369,2.91E-07,1.15E-06,2676,GDNF family receptor alpha 3
CFAP43,82.60455342,0.804111945,0.162312315,2.96E-07,1.17E-06,80217,cilia and flagella associated protein 43
GPR1,314.1830833,0.90868547,0.184895533,2.96E-07,1.17E-06,NA,NA
PRELID3B,3243.608261,-0.449170167,0.088666322,2.97E-07,1.17E-06,51012,PRELI domain containing 3B
FOXN3,1296.476498,0.607245698,0.120954426,2.97E-07,1.17E-06,1112,forkhead box N3
AC144831.1,9.474503359,3.481734203,0.719151255,2.98E-07,1.17E-06,NA,NA
PPHLN1,3414.569571,-0.317912474,0.062384511,2.99E-07,1.18E-06,51535,periphilin 1
TSR3,2025.042033,-0.586971126,0.116861504,2.99E-07,1.18E-06,115939,TSR3 ribosome maturation factor
GLDC,17.70722608,-1.808819633,0.382966827,3.02E-07,1.19E-06,2731,glycine decarboxylase
FAM71F2,41.90248826,1.157700046,0.23928625,3.02E-07,1.19E-06,NA,NA
RAG1,49.42769441,1.155799035,0.238923196,3.04E-07,1.20E-06,5896,recombination activating 1
STARD13,294.8838824,-0.496819934,0.098402922,3.04E-07,1.20E-06,90627,StAR related lipid transfer domain containing 13
SIK1,97.46720796,0.827508466,0.167520302,3.05E-07,1.20E-06,150094,salt inducible kinase 1
CFAP52,60.45528892,0.927706894,0.189044574,3.06E-07,1.21E-06,146845,cilia and flagella associated protein 52
BCAN,45.78331413,-1.143187519,0.236483496,3.07E-07,1.21E-06,63827,brevican
LPP-AS2,103.4215229,0.758185806,0.152765458,3.09E-07,1.22E-06,339929,LPP antisense RNA 2
TSGA10,236.1479151,0.735623411,0.148139765,3.09E-07,1.22E-06,80705,testis specific 10
FOXP1,2036.35004,-0.346292314,0.068139463,3.11E-07,1.22E-06,27086,forkhead box P1
DCAF15,1197.62968,-0.55402505,0.110252928,3.13E-07,1.23E-06,90379,DDB1 and CUL4 associated factor 15
TTLL11,193.3914903,-0.548378295,0.109071419,3.14E-07,1.23E-06,158135,tubulin tyrosine ligase like 11
CTD-3131K8.2,118.277326,0.771280447,0.155728499,3.14E-07,1.24E-06,NA,NA
MKRN3,67.35662279,-0.917234358,0.187231941,3.15E-07,1.24E-06,7681,makorin ring finger protein 3
GLUL,2282.388844,0.397219533,0.078346714,3.17E-07,1.25E-06,2752,glutamate-ammonia ligase
ADGRF5,407.522524,-0.533099679,0.10601837,3.20E-07,1.26E-06,221395,adhesion G protein-coupled receptor F5
KHDRBS3,155.8229589,-0.622816259,0.124649829,3.23E-07,1.27E-06,10656,"KH RNA binding domain containing, signal transduction associated 3"
ZBTB8A,173.1264054,0.593808899,0.118558501,3.24E-07,1.27E-06,653121,zinc finger and BTB domain containing 8A
YLPM1,4647.492492,-0.33720839,0.066451248,3.27E-07,1.28E-06,56252,YLP motif containing 1
CTD-2623N2.3,26.45778333,1.386958261,0.290602638,3.28E-07,1.29E-06,NA,NA
SLC38A6,985.2420802,0.622274419,0.124592194,3.30E-07,1.29E-06,145389,solute carrier family 38 member 6
MCOLN3,291.7949099,0.617634967,0.123620883,3.30E-07,1.30E-06,55283,mucolipin TRP cation channel 3
ANO7,80.5757118,-0.917598851,0.18767015,3.30E-07,1.30E-06,50636,anoctamin 7
COL4A4,35.77520073,1.618044449,0.343701598,3.31E-07,1.30E-06,1286,collagen type IV alpha 4 chain
NIM1K,68.46981723,-0.890839932,0.181848773,3.31E-07,1.30E-06,167359,NIM1 serine/threonine protein kinase
NELFA,962.329699,-0.444140078,0.088014279,3.32E-07,1.30E-06,7469,negative elongation factor complex member A
THAP7-AS1,114.3849143,0.723715867,0.145930795,3.32E-07,1.30E-06,439931,THAP7 antisense RNA 1
RP11-268J15.5,144.2873956,0.64097039,0.128543742,3.35E-07,1.32E-06,NA,NA
CSNK1E,2964.775939,-0.354132703,0.069935655,3.37E-07,1.32E-06,1454,casein kinase 1 epsilon
PEX13,1186.49815,0.428658628,0.0849258,3.40E-07,1.33E-06,5194,peroxisomal biogenesis factor 13
ACIN1,9353.087087,-0.248907722,0.048865915,3.40E-07,1.33E-06,22985,apoptotic chromatin condensation inducer 1
ZNF589,787.3624588,-0.467540009,0.092882378,3.43E-07,1.35E-06,51385,zinc finger protein 589
RP5-1061H20.4,86.0500117,-0.863197121,0.176088959,3.45E-07,1.35E-06,NA,NA
METTL10,267.5367179,-0.506578793,0.100902625,3.45E-07,1.35E-06,NA,NA
RAB2B,760.2792253,0.351477288,0.069435058,3.45E-07,1.35E-06,84932,"RAB2B, member RAS oncogene family"
IL16,61.64039582,0.911253194,0.186457782,3.46E-07,1.35E-06,3603,interleukin 16
BAMBI,566.5068327,0.609823905,0.122206873,3.46E-07,1.36E-06,25805,BMP and activin membrane bound inhibitor
CUL9,1371.423284,0.543663477,0.108482654,3.46E-07,1.36E-06,23113,cullin 9
DOCK3,540.9010546,0.581088582,0.116239087,3.48E-07,1.37E-06,1795,dedicator of cytokinesis 3
MACC1,85.72813617,0.877301996,0.179141276,3.49E-07,1.37E-06,346389,MET transcriptional regulator MACC1
TEC,302.7423029,0.44455434,0.088338359,3.50E-07,1.37E-06,7006,tec protein tyrosine kinase
CYP4F23P,5.190885533,6.398335072,2.483439932,3.51E-07,1.37E-06,100422238,"cytochrome P450 family 4 subfamily F member 23, pseudogene"
POLRMTP1,81.73169688,-0.940517106,0.193135858,3.51E-07,1.37E-06,284167,RNA polymerase mitochondrial pseudogene 1
FAM160A1,473.6266189,0.648118534,0.130252609,3.51E-07,1.38E-06,NA,NA
RP11-386C23.1,17.09823853,-1.859636085,0.396919166,3.52E-07,1.38E-06,NA,NA
DMAP1,1025.080163,0.355046768,0.070161912,3.52E-07,1.38E-06,55929,DNA methyltransferase 1 associated protein 1
SLC38A8,9.728493885,4.24917018,0.858578875,3.54E-07,1.38E-06,146167,solute carrier family 38 member 8
SAP18,3242.228318,-0.328056321,0.064843147,3.57E-07,1.40E-06,10284,Sin3A associated protein 18
GPR162,30.38305928,1.308862589,0.274292768,3.58E-07,1.40E-06,27239,G protein-coupled receptor 162
RP11-776H12.1,97.92101166,0.744893892,0.15084837,3.60E-07,1.41E-06,NA,NA
RANBP9,1527.682133,0.326194082,0.064483484,3.62E-07,1.42E-06,10048,RAN binding protein 9
MEPCE,5780.435369,-0.380302078,0.075394502,3.63E-07,1.42E-06,56257,methylphosphate capping enzyme
FAM213B,757.9480044,-0.503121765,0.1003782,3.63E-07,1.42E-06,NA,NA
UBE2F,1070.445627,-0.497580469,0.09928543,3.67E-07,1.44E-06,140739,ubiquitin conjugating enzyme E2 F (putative)
SACS,2954.920012,-0.511056435,0.102088165,3.67E-07,1.44E-06,26278,sacsin molecular chaperone
FAM234A,2105.478095,0.545744345,0.109162873,3.67E-07,1.44E-06,83986,family with sequence similarity 234 member A
PA2G4P4,36.25570225,-1.40634729,0.297535098,3.67E-07,1.44E-06,647033,proliferation-associated 2G4 pseudogene 4
MERTK,324.7193336,0.580542798,0.116404887,3.70E-07,1.45E-06,10461,"MER proto-oncogene, tyrosine kinase"
FES,338.2749208,0.74730197,0.151661531,3.71E-07,1.45E-06,2242,"FES proto-oncogene, tyrosine kinase"
TRIM65,1915.106732,-0.325892062,0.064496333,3.71E-07,1.45E-06,201292,tripartite motif containing 65
TSTD1,496.0494973,0.565914565,0.113464793,3.76E-07,1.47E-06,100131187,thiosulfate sulfurtransferase like domain containing 1
RP1-257A7.4,21.77133574,1.573639734,0.333837939,3.77E-07,1.47E-06,NA,NA
ZNF195,1155.172074,-0.329260988,0.065222832,3.78E-07,1.48E-06,7748,zinc finger protein 195
MRPL28,3414.806003,-0.438914947,0.087391577,3.78E-07,1.48E-06,10573,mitochondrial ribosomal protein L28
TULP4,1106.119232,0.332172484,0.065795191,3.81E-07,1.49E-06,56995,TUB like protein 4
TNFSF12,231.6249988,0.570173836,0.114405154,3.83E-07,1.49E-06,8742,TNF superfamily member 12
PHACTR2,1034.020578,0.36903633,0.073229232,3.84E-07,1.50E-06,9749,phosphatase and actin regulator 2
FAHD2CP,121.9281032,0.727273384,0.147590109,3.85E-07,1.50E-06,729234,"fumarylacetoacetate hydrolase domain containing 2C, pseudogene"
HBS1L,2219.258895,-0.295108645,0.05842576,3.85E-07,1.50E-06,10767,HBS1 like translational GTPase
HSPBP1,4570.19525,-0.597235549,0.120172141,3.86E-07,1.50E-06,23640,HSPA (Hsp70) binding protein 1
ZBTB24,655.9974077,-0.39128641,0.077767504,3.86E-07,1.51E-06,9841,zinc finger and BTB domain containing 24
MT-CO2,319215.3696,0.408454326,0.081248739,3.90E-07,1.52E-06,NA,NA
ADAL,709.8863895,-0.408372473,0.081245655,3.91E-07,1.52E-06,NA,NA
NUDT8,422.6734999,-0.63305943,0.127784385,3.91E-07,1.53E-06,254552,nudix hydrolase 8
EDEM3,1934.868505,-0.337442362,0.066961927,3.94E-07,1.53E-06,80267,ER degradation enhancing alpha-mannosidase like protein 3
ZNF254,1624.122036,0.414218408,0.082547125,3.94E-07,1.54E-06,9534,zinc finger protein 254
NEDD4L,3767.302768,0.391317369,0.077840297,3.97E-07,1.55E-06,23327,NEDD4 like E3 ubiquitin protein ligase
C6orf100,11.39208311,3.258928934,0.698169786,3.98E-07,1.55E-06,NA,NA
AGPAT4,1034.493782,0.450086397,0.089803975,3.98E-07,1.55E-06,56895,1-acylglycerol-3-phosphate O-acyltransferase 4
FGF19,30.80405931,1.378578956,0.291814148,4.04E-07,1.57E-06,9965,fibroblast growth factor 19
UNKL,549.5516227,-0.531937132,0.106775967,4.05E-07,1.58E-06,64718,unk like zinc finger
FN1,29650.34543,0.616475661,0.124199643,4.05E-07,1.58E-06,2335,fibronectin 1
NPPB,21.03481298,2.166296905,0.470097903,4.06E-07,1.58E-06,4879,natriuretic peptide B
FAM151B,68.47161415,0.889639612,0.183030411,4.10E-07,1.59E-06,167555,family with sequence similarity 151 member B
KIAA1191,4496.370095,0.231358497,0.045820366,4.13E-07,1.61E-06,57179,KIAA1191
TTC17,2912.843128,0.389190684,0.077472253,4.13E-07,1.61E-06,55761,tetratricopeptide repeat domain 17
NRBF2,742.1402765,0.361195878,0.071867877,4.13E-07,1.61E-06,29982,nuclear receptor binding factor 2
GSTA1,14.43968891,2.124866087,0.457066132,4.14E-07,1.61E-06,2938,glutathione S-transferase alpha 1
GDF5,46.00912406,1.131066688,0.236601296,4.15E-07,1.61E-06,8200,growth differentiation factor 5
DOHH,603.6454176,-0.794016487,0.162555702,4.15E-07,1.61E-06,83475,deoxyhypusine hydroxylase
CTA-293F17.1,12.96464091,2.220075179,0.477280095,4.21E-07,1.64E-06,NA,NA
OLFML2A,734.3713407,0.51534063,0.103432092,4.22E-07,1.64E-06,169611,olfactomedin like 2A
PIGV,766.5064942,0.35759429,0.071205056,4.25E-07,1.65E-06,55650,phosphatidylinositol glycan anchor biosynthesis class V
SNRNP48,611.6068088,-0.428778264,0.085737166,4.30E-07,1.67E-06,154007,small nuclear ribonucleoprotein U11/U12 subunit 48
RP11-27I1.4,227.835847,-0.569205347,0.114758035,4.30E-07,1.67E-06,NA,NA
SLAIN2,2124.350675,0.249834931,0.049586924,4.31E-07,1.67E-06,57606,SLAIN motif family member 2
TRIM29,10.6453269,2.811891066,0.601706085,4.32E-07,1.68E-06,23650,tripartite motif containing 29
COPA,18233.4454,0.341031262,0.067854046,4.34E-07,1.69E-06,1314,COPI coat complex subunit alpha
MEA1,2384.475364,-0.329571253,0.065638974,4.36E-07,1.69E-06,4201,male-enhanced antigen 1
CD46,5760.35002,0.295635353,0.058786331,4.37E-07,1.70E-06,4179,CD46 molecule
RPUSD3,1403.031069,-0.304610816,0.060622989,4.37E-07,1.70E-06,285367,RNA pseudouridine synthase D3
GALNT7,3615.397326,0.359793353,0.071930231,4.43E-07,1.72E-06,51809,polypeptide N-acetylgalactosaminyltransferase 7
DDB1,16516.82962,-0.292233982,0.058175722,4.44E-07,1.72E-06,1642,damage specific DNA binding protein 1
RPL21,76.91960834,-0.868425631,0.179238043,4.45E-07,1.73E-06,6144,ribosomal protein L21
TIPARP,7757.981719,0.753401106,0.154126943,4.45E-07,1.73E-06,25976,TCDD inducible poly(ADP-ribose) polymerase
CTD-2619J13.14,530.5259252,0.411435923,0.082262341,4.48E-07,1.74E-06,NA,NA
KIAA0319,38.03966185,1.13491439,0.238088129,4.49E-07,1.74E-06,9856,KIAA0319
UBTD2,1358.639597,0.278962664,0.055506006,4.50E-07,1.74E-06,92181,ubiquitin domain containing 2
PARL,706.9196861,-0.483108996,0.097096712,4.52E-07,1.75E-06,55486,presenilin associated rhomboid like
NCOA2,1634.897501,0.440358084,0.088248304,4.53E-07,1.76E-06,10499,nuclear receptor coactivator 2
PDLIM4,1424.91897,-0.610826666,0.12379695,4.54E-07,1.76E-06,8572,PDZ and LIM domain 4
TBC1D10C,81.48699367,0.94413999,0.195875359,4.54E-07,1.76E-06,374403,TBC1 domain family member 10C
RP11-477J21.7,14.28026843,2.031144008,0.43729639,4.57E-07,1.77E-06,NA,NA
XBP1,5082.43614,0.323510929,0.064474031,4.62E-07,1.79E-06,7494,X-box binding protein 1
MAN2B2,1773.918276,0.437429937,0.087719981,4.62E-07,1.79E-06,23324,mannosidase alpha class 2B member 2
DARS,4784.708842,-0.282685765,0.056359685,4.63E-07,1.79E-06,NA,NA
ERICH2,104.6846444,0.769485083,0.157780937,4.64E-07,1.80E-06,285141,glutamate rich 2
DNASE1,995.5255485,0.450751852,0.090460105,4.64E-07,1.80E-06,1773,deoxyribonuclease 1
AFF4,5148.18268,0.454080351,0.09125514,4.65E-07,1.80E-06,27125,ALF transcription elongation factor 4
FAN1,1111.724729,-0.343168239,0.068550714,4.65E-07,1.80E-06,22909,FANCD2 and FANCI associated nuclease 1
LRRC14,685.0021409,-0.452308221,0.090936222,4.68E-07,1.81E-06,9684,leucine rich repeat containing 14
DCAF10,1246.148668,0.337384742,0.067381652,4.69E-07,1.81E-06,79269,DDB1 and CUL4 associated factor 10
VKORC1,1018.056947,-0.395901143,0.07931463,4.70E-07,1.82E-06,79001,vitamin K epoxide reductase complex subunit 1
WDR73,381.4072799,-0.457581614,0.092016639,4.76E-07,1.84E-06,84942,WD repeat domain 73
RAB23,657.5564949,0.478624574,0.096333258,4.76E-07,1.84E-06,51715,"RAB23, member RAS oncogene family"
EEF1A1P5,333.0888959,0.465104127,0.093519429,4.76E-07,1.84E-06,158078,eukaryotic translation elongation factor 1 alpha 1 pseudogene 5
SEMA7A,4310.515739,-1.358413553,0.290934741,4.78E-07,1.85E-06,8482,semaphorin 7A (JohnMiltonHagen blood group)
AC015849.16,31.07680482,-1.377092065,0.29387889,4.81E-07,1.86E-06,NA,NA
ISCA1,755.6301508,-0.333930492,0.066775111,4.82E-07,1.86E-06,81689,iron-sulfur cluster assembly 1
MAL2,2178.553984,0.62394826,0.126984623,4.84E-07,1.87E-06,114569,"mal, T cell differentiation protein 2"
MMD,1045.034356,-0.523254783,0.10574252,4.87E-07,1.88E-06,23531,monocyte to macrophage differentiation associated
IPO8,2290.283775,-0.350332505,0.070155587,4.90E-07,1.89E-06,10526,importin 8
ADO,1401.316609,-0.337685995,0.067583403,4.90E-07,1.89E-06,84890,2-aminoethanethiol dioxygenase
FAM49A,13.64508872,2.219875794,0.480813734,4.93E-07,1.90E-06,NA,NA
SLC35G2,648.9572637,-0.698573996,0.143048881,4.98E-07,1.93E-06,80723,solute carrier family 35 member G2
RIDA,950.9843305,-0.485035421,0.09788426,5.00E-07,1.93E-06,10247,reactive intermediate imine deaminase A homolog
GNA11,3573.213342,-0.553644324,0.11214976,5.01E-07,1.94E-06,2767,G protein subunit alpha 11
TMX3,2008.954474,-0.315993644,0.063207051,5.02E-07,1.94E-06,54495,thioredoxin related transmembrane protein 3
LRRC6,98.42786524,0.725904354,0.148924746,5.10E-07,1.97E-06,NA,NA
NMNAT3,37.02633677,1.250008341,0.26535154,5.11E-07,1.97E-06,349565,nicotinamide nucleotide adenylyltransferase 3
TMEM182,353.4008769,-0.425872689,0.085713676,5.11E-07,1.97E-06,130827,transmembrane protein 182
SNAI3,21.46752746,1.831983571,0.397825315,5.13E-07,1.98E-06,333929,snail family transcriptional repressor 3
CFAP74,35.22971631,1.220860019,0.258793987,5.14E-07,1.98E-06,85452,cilia and flagella associated protein 74
RP5-1120P11.1,37.31589068,-1.128017845,0.238187839,5.19E-07,2.00E-06,NA,NA
TAF2,2249.998747,-0.316253969,0.063338611,5.20E-07,2.01E-06,6873,TATA-box binding protein associated factor 2
SLITRK6,326.289828,0.851328572,0.176482876,5.20E-07,2.01E-06,84189,SLIT and NTRK like family member 6
WDR13,3521.778143,0.497626692,0.100349442,5.21E-07,2.01E-06,64743,WD repeat domain 13
TMEM110,66.81196984,-0.869666469,0.180569794,5.23E-07,2.02E-06,NA,NA
GRPEL2,792.7724893,-0.489086259,0.098913778,5.24E-07,2.02E-06,134266,"GrpE like 2, mitochondrial"
TRAPPC13,922.8078918,-0.3165558,0.063473969,5.27E-07,2.03E-06,80006,trafficking protein particle complex subunit 13
SUCLA2,835.9449579,-0.329555229,0.066126443,5.28E-07,2.04E-06,8803,succinate-CoA ligase ADP-forming subunit beta
MMP28,49.97363655,1.475302539,0.317993399,5.29E-07,2.04E-06,79148,matrix metallopeptidase 28
RP11-1277A3.1,80.45937166,0.879014468,0.182683885,5.31E-07,2.05E-06,NA,NA
CEACAMP10,9.333923285,2.970949721,0.636037876,5.31E-07,2.05E-06,1098,CEA cell adhesion molecule pseudogene 10
CREB1,1779.501056,-0.322824708,0.064770253,5.32E-07,2.05E-06,1385,cAMP responsive element binding protein 1
KIAA0368,6166.632387,-0.251321277,0.050331181,5.38E-07,2.07E-06,NA,NA
FOXD2-AS1,106.715086,-0.705653066,0.144950433,5.39E-07,2.08E-06,84793,FOXD2 adjacent opposite strand RNA 1
RP11-21N3.1,841.7493077,-0.359821651,0.072348381,5.40E-07,2.08E-06,NA,NA
RP11-24M17.7,28.10691082,1.341733537,0.286706346,5.44E-07,2.10E-06,NA,NA
CLCNKB,16.4583058,1.87814134,0.40842526,5.46E-07,2.10E-06,1188,chloride voltage-gated channel Kb
SMCO3,12.56058743,2.278127941,0.495740093,5.57E-07,2.14E-06,440087,single-pass membrane protein with coiled-coil domains 3
SQRDL,476.9423152,0.593768268,0.12113598,5.58E-07,2.15E-06,NA,NA
WDR45B,2516.384517,-0.311057835,0.062492311,5.59E-07,2.15E-06,56270,WD repeat domain 45B
MYO7B,134.8287962,-0.796628007,0.16513606,5.63E-07,2.16E-06,4648,myosin VIIB
ATP2B2,25.98891447,-1.376906747,0.295928993,5.65E-07,2.17E-06,491,ATPase plasma membrane Ca2+ transporting 2
ARF6,5993.872136,-0.245061207,0.049094242,5.67E-07,2.18E-06,382,ARF GTPase 6
PCDHB16,720.9239794,0.499085847,0.101244164,5.68E-07,2.18E-06,57717,protocadherin beta 16
DFNB31,611.8234012,0.440357547,0.08903549,5.68E-07,2.19E-06,NA,NA
RMND1,979.4425803,-0.311743929,0.062694336,5.71E-07,2.20E-06,55005,required for meiotic nuclear division 1 homolog
PTMAP5,90.08198143,-0.758553647,0.156845463,5.74E-07,2.21E-06,150928,prothymosin alpha pseudogene 5
TMEM14A,936.2473662,-0.353514751,0.071248186,5.78E-07,2.22E-06,28978,transmembrane protein 14A
CDK2AP1,1078.441976,-0.385573306,0.077837912,5.78E-07,2.22E-06,8099,cyclin dependent kinase 2 associated protein 1
CTC-548K16.1,117.0786236,0.686362267,0.141188516,5.84E-07,2.24E-06,NA,NA
WDR33,4153.21401,-0.299636632,0.060338212,5.84E-07,2.24E-06,55339,WD repeat domain 33
CDKN1C,233.4674383,0.947304282,0.198839697,5.85E-07,2.25E-06,1028,cyclin dependent kinase inhibitor 1C
SLC30A4,247.300213,0.550010804,0.112126484,5.91E-07,2.27E-06,7782,solute carrier family 30 member 4
RNF112,84.60646383,0.800422453,0.166095875,5.91E-07,2.27E-06,7732,ring finger protein 112
ZNF233,46.35225502,1.119814457,0.237487057,5.91E-07,2.27E-06,353355,zinc finger protein 233
GALT,621.8063177,0.366593781,0.073985998,5.94E-07,2.28E-06,2592,galactose-1-phosphate uridylyltransferase
RP13-890H12.2,30.71829033,1.215379163,0.259089478,6.00E-07,2.30E-06,NA,NA
ABI3BP,60.25996497,1.228702471,0.262856403,6.01E-07,2.30E-06,25890,ABI family member 3 binding protein
NUP214,2280.155247,-0.465842299,0.094653816,6.01E-07,2.31E-06,8021,nucleoporin 214
SHC2,51.21156923,1.031016251,0.217653607,6.04E-07,2.32E-06,25759,SHC adaptor protein 2
AL356017.3,248.3122798,0.627942141,0.12886648,6.08E-07,2.33E-06,NA,NA
RP11-539E17.4,51.80616612,-1.056330046,0.223882296,6.10E-07,2.34E-06,NA,NA
SPOCK2,62.899993,0.968663688,0.203924857,6.10E-07,2.34E-06,9806,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2"
CTC-203F4.2,23.9407572,1.417323815,0.305315866,6.11E-07,2.34E-06,NA,NA
RBBP6,3125.19314,-0.402573409,0.081542079,6.13E-07,2.35E-06,5930,"RB binding protein 6, ubiquitin ligase"
PSD3,1385.577975,-0.580737787,0.118872254,6.13E-07,2.35E-06,23362,pleckstrin and Sec7 domain containing 3
METTL23,792.3463299,0.367777411,0.074352276,6.17E-07,2.37E-06,124512,"methyltransferase 23, arginine"
N4BP2L1,17.71653508,1.709532705,0.371762412,6.18E-07,2.37E-06,90634,NEDD4 binding protein 2 like 1
MRPS15,3635.816801,-0.367498926,0.074325516,6.19E-07,2.37E-06,64960,mitochondrial ribosomal protein S15
N4BP1,2848.304307,0.247154802,0.049741975,6.20E-07,2.38E-06,9683,NEDD4 binding protein 1
PLXND1,922.7439744,0.433837431,0.088011042,6.25E-07,2.40E-06,23129,plexin D1
PTP4A2,5013.979153,-0.332930764,0.067277744,6.27E-07,2.40E-06,8073,protein tyrosine phosphatase 4A2
VPS36,607.3451474,-0.42519491,0.086294529,6.29E-07,2.41E-06,51028,vacuolar protein sorting 36 homolog
GXYLT2,691.9108362,0.602180719,0.123515808,6.32E-07,2.42E-06,727936,glucoside xylosyltransferase 2
SERPINB2,521.8374277,-0.680849105,0.140563705,6.33E-07,2.42E-06,5055,serpin family B member 2
GUCY2D,10.05190226,2.707664897,0.589371585,6.45E-07,2.47E-06,3000,"guanylate cyclase 2D, retinal"
CCDC71,806.8996224,0.429583164,0.087250263,6.46E-07,2.47E-06,64925,coiled-coil domain containing 71
