category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Metabolism,Lipid metabolism,hsa00120,Primary bile acid biosynthesis,3/783,13/6540,0.23076923076923078,1.927497789566755,1.234429205094894,0.19739294724697115,0.7101854949863854,0.639155652985044,1593/51302/6718,3
NA,NA,hsa04081,Hormone signaling,20/783,137/6540,0.145985401459854,1.2193416673658304,0.9568152930780056,0.20190501028899827,0.718608154899553,0.6467359129800396,183/90/3690/2696/7433/2057/3643/4882/2847/8660/2642/4881/2788/799/4985/196883/4879/23236/9630/4295,20
Metabolism,Lipid metabolism,hsa00100,Steroid biosynthesis,4/783,20/6540,0.2,1.6704980842911878,1.107457774508414,0.21122762102347,0.7282285250919884,0.65539409318185,4047/7108/6307/6713,4
Organismal Systems,Endocrine system,hsa04923,Regulation of lipolysis in adipocytes,7/783,41/6540,0.17073170731707318,1.4260349500046727,1.0091420960306567,0.21354442841253163,0.7282285250919884,0.65539409318185,3643/57104/8660/4881/196883/5346/364,7
Human Diseases,Cardiovascular disease,hsa05418,Fluid shear stress and atherosclerosis,18/783,123/6540,0.14634146341463414,1.2223156714325762,0.9178993219311211,0.2142636749294457,0.7282285250919884,0.65539409318185,445/90/3690/4205/8878/6385/4846/6347/2946/3674/3162/7124/5155/2938/5602/2939/3553/1003,18
Human Diseases,Drug resistance: antineoplastic,hsa01523,Antifolate resistance,5/783,27/6540,0.18518518518518517,1.5467574854548034,1.049843383493151,0.21552792670770657,0.7282285250919884,0.65539409318185,4524/7124/3569/2348/3553,5
Human Diseases,Cancer: specific types,hsa05216,Thyroid cancer,6/783,34/6540,0.17647058823529413,1.4739688979039893,1.0218113161285838,0.2156084454955132,0.7282285250919884,0.65539409318185,1643/83439/4616/7849/1026/5979,6
Cellular Processes,Transport and catabolism,hsa04137,Mitophagy - animal,15/783,101/6540,0.1485148514851485,1.240468874473654,0.8981498050809744,0.2232955519280116,0.7433477793291545,0.6690011815873771,23710/285973/10133/79735/65018/5869/8878/22808/6237/8408/84557/7942/440738/11337/5602,15
Metabolism,Amino acid metabolism,hsa00360,Phenylalanine metabolism,3/783,14/6540,0.21428571428571427,1.7898193760262724,1.0909546603066789,0.2303296182718166,0.7433477793291545,0.6690011815873771,221/222/259307,3
Environmental Information Processing,Signal transduction,hsa04371,Apelin signaling pathway,17/783,117/6540,0.1452991452991453,1.2136097193568458,0.859772231319065,0.23163141939281107,0.7433477793291545,0.6690011815873771,6696/59/10014/4205/22808/6237/4846/84557/6543/2788/440738/196883/23533/91807/23236/5346/10891,17
NA,NA,hsa03272,Virion - Hepatitis viruses,7/783,42/6540,0.16666666666666666,1.392081736909323,0.9400475894376069,0.23184396403238167,0.7433477793291545,0.6690011815873771,928/9076/1803/137075/1364/1366/51208,7
Metabolism,Amino acid metabolism,hsa00260,"Glycine, serine and threonine metabolism",6/783,35/6540,0.17142857142857143,1.431855500821018,0.9446855286147354,0.2359342630023971,0.7433477793291545,0.6690011815873771,1491/113675/51268/10993/189/212,6
Metabolism,Metabolism of cofactors and vitamins,hsa00760,Nicotinate and nicotinamide metabolism,6/783,35/6540,0.17142857142857143,1.431855500821018,0.9446855286147354,0.2359342630023971,0.7433477793291545,0.6690011815873771,4837/23475/23057/23098/27231/349565,6
Metabolism,Carbohydrate metabolism,hsa00650,Butanoate metabolism,4/783,21/6540,0.19047619047619047,1.5909505564677977,1.0002504093099678,0.23805095048003136,0.7433477793291545,0.6690011815873771,3155/18/3157/116285,4
Metabolism,Metabolism of cofactors and vitamins,hsa00790,Folate biosynthesis,4/783,21/6540,0.19047619047619047,1.5909505564677977,1.0002504093099678,0.23805095048003136,0.7433477793291545,0.6690011815873771,250/441282/57016/8644,4
Organismal Systems,Nervous system,hsa04724,Glutamatergic synapse,13/783,88/6540,0.14772727272727273,1.2338906304423547,0.8146018953033033,0.25046629355084754,0.7748069454703788,0.6973139308892262,5337/8605/2903/2788/5582/196883/57030/23236/10991/2912/123745/2911/2914,13
Metabolism,Carbohydrate metabolism,hsa00040,Pentose and glucuronate interconversions,3/783,15/6540,0.2,1.6704980842911878,0.9587190298027,0.26416297157555896,0.799230535982474,0.7192947739959934,441282/57016/27294,3
Metabolism,Glycan biosynthesis and metabolism,hsa00511,Other glycan degradation,3/783,15/6540,0.2,1.6704980842911878,0.9587190298027,0.26416297157555896,0.799230535982474,0.7192947739959934,4758/2517/129807,3
Human Diseases,Immune disease,hsa05330,Allograft rejection,4/783,22/6540,0.18181818181818182,1.5186346220828981,0.8985745262440223,0.2656053140727255,0.799230535982474,0.7192947739959934,3133/3593/3134/7124,4
Cellular Processes,Transport and catabolism,hsa04140,Autophagy - animal,22/783,160/6540,0.1375,1.1484674329501918,0.7011634777552721,0.27504882435559974,0.8166356907816711,0.7349591365597485,23710/285973/10133/53349/58528/11152/55062/8878/22808/1509/6237/64121/8408/58476/8897/23604/64798/84557/8660/440738/11337/5602,22
Human Diseases,Infectious disease: viral,hsa05167,Kaposi sarcoma-associated herpesvirus infection,23/783,168/6540,0.13690476190476192,1.1434957124612297,0.6948548883748831,0.2763238591164567,0.8166356907816711,0.7349591365597485,6773/3133/718/1827/3134/4776/83439/84557/3665/10379/2920/2788/440738/2921/1026/5155/7098/23533/9976/1232/3569/5602/3456,23
Organismal Systems,Excretory system,hsa04960,Aldosterone-regulated sodium reabsorption,5/783,30/6540,0.16666666666666666,1.392081736909323,0.7937526376670132,0.28631497673374245,0.8386748433528208,0.7547940234340859,6337/477/3643/5582/53828,5
Organismal Systems,Nervous system,hsa04721,Synaptic vesicle cycle,9/783,61/6540,0.14754098360655737,1.2323346523459582,0.6723003718784153,0.30426802931832087,0.8834448921435456,0.7950863554670805,245972/6844/6857/50617/6539/57030/23025/6530/440279,9
Metabolism,Amino acid metabolism,hsa00250,"Alanine, aspartate and glutamate metabolism",5/783,31/6540,0.16129032258064516,1.347175874428377,0.714515548977525,0.31084209484685704,0.8869718396061179,0.7982605521021828,445/18/8528/189/259307,5
Cellular Processes,Cell growth and death,hsa04215,Apoptosis - multiple species,5/783,31/6540,0.16129032258064516,1.347175874428377,0.714515548977525,0.31084209484685704,0.8869718396061179,0.7982605521021828,4804/317/27113/79444/5602,5
Organismal Systems,Immune system,hsa04650,Natural killer cell mediated cytotoxicity,12/783,86/6540,0.13953488372093023,1.1654637797380378,0.5696080533349995,0.33113515671278565,0.9344308213219906,0.8409728810116818,3133/10451/8743/80329/7124/5582/25759/3821/3802/10870/3456/919,12
Metabolism,Glycan biosynthesis and metabolism,hsa00531,Glycosaminoglycan degradation,3/783,17/6540,0.17647058823529413,1.4739688979039893,0.7215875814615722,0.33312035322052835,0.9344308213219906,0.8409728810116818,138050/3373/3425,3
Human Diseases,Infectious disease: viral,hsa05165,Human papillomavirus infection,38/783,295/6540,0.1288135593220339,1.0759140203909345,0.49204544275684436,0.33799085858404526,0.9390601737292331,0.84513922456789,6773/6696/245972/3690/7059/3133/4599/3134/4600/3913/3694/3691/1278/54626/1298/83439/1277/3993/3696/92359/10379/50617/3674/1026/84667/7124/84699/7098/54361/7148/1286/7448/5159/1299/1285/7450/10319/3456,38
Organismal Systems,Excretory system,hsa04962,Vasopressin-regulated water reabsorption,6/783,40/6540,0.15,1.2528735632183907,0.5915823122541178,0.3442065707915764,0.9390601737292331,0.84513922456789,6844/5869/360/84699/398/1780,6
Organismal Systems,Endocrine system,hsa04925,Aldosterone synthesis and secretion,11/783,79/6540,0.13924050632911392,1.163004995392599,0.5375303915436197,0.34442448424688143,0.9390601737292331,0.84513922456789,183/8912/477/4881/778/5582/84699/4929/196883/815/23236,11
Organismal Systems,Immune system,hsa04666,Fc gamma R-mediated phagocytosis,12/783,87/6540,0.13793103448275862,1.15206764433875,0.5265674956335439,0.34611885557391675,0.9390601737292331,0.84513922456789,2934/5337/8605/8398/8611/10451/55616/85477/2212/653857/5582/123745,12
Human Diseases,Cancer: overview,hsa05200,Pathways in cancer,56/783,444/6540,0.12612612612612611,1.053467260363812,0.4303238060982573,0.3560440745675529,0.9472543956321977,0.8525138939860455,6773/183/7042/57121/3728/5337/3593/1030/1643/3718/7296/3913/5292/2057/2034/317/27113/79444/23604/83439/4616/2788/2946/3674/3560/3162/7849/1026/25780/5582/10023/196883/5155/10125/238/54361/51561/1286/9965/2938/6775/3569/9915/5159/5602/815/23236/2939/28514/1496/1285/2254/8822/3815/10319/5979,56
Cellular Processes,Cell growth and death,hsa04115,p53 signaling pathway,10/783,72/6540,0.1388888888888889,1.1600681140911027,0.5036449755734236,0.358846702206223,0.9472543956321977,0.8525138939860455,901/3486/9540/1643/317/64065/575/27113/4616/1026,10
Organismal Systems,Development and regeneration,hsa04360,Axon guidance,21/783,160/6540,0.13125,1.096264367816092,0.4546253517058376,0.36029902753411125,0.9472543956321977,0.8525138939860455,10398/1942/55558/6237/54961/4776/59277/27289/54437/5364/3897/1949/57715/10500/64218/54361/6585/815/1943/2046/4917,21
Organismal Systems,Digestive system,hsa04973,Carbohydrate digestion and absorption,5/783,33/6540,0.15151515151515152,1.2655288517357484,0.5639189889904723,0.3605862654068185,0.9472543956321977,0.8525138939860455,6518/80201/477/23236/280,5
Organismal Systems,Sensory system,hsa04744,Phototransduction,3/783,18/6540,0.16666666666666666,1.392081736909323,0.6142722604479371,0.3676302764817133,0.950589019811137,0.8555150027239681,5158/3000/6011,3
Organismal Systems,Excretory system,hsa04964,Proximal tubule bicarbonate reclamation,3/783,18/6540,0.16666666666666666,1.392081736909323,0.6142722604479371,0.3676302764817133,0.950589019811137,0.8555150027239681,6550/477/10991,3
Organismal Systems,Endocrine system,hsa04927,Cortisol synthesis and secretion,7/783,49/6540,0.14285714285714285,1.1932129173508483,0.5006299510512979,0.3704712494127996,0.950589019811137,0.8555150027239681,183/8912/778/84699/196883/23236/3776,7
Metabolism,Carbohydrate metabolism,hsa00562,Inositol phosphate metabolism,10/783,73/6540,0.136986301369863,1.1441767700624574,0.4568185453389115,0.37563616180692183,0.9564274581391624,0.8607695043834728,5333/4329/84812/138429/79837/8897/5287/9651/55586/23236,10
Metabolism,Carbohydrate metabolism,hsa00053,Ascorbate and aldarate metabolism,2/783,11/6540,0.18181818181818182,1.5186346220828981,0.6348526671839477,0.38621083152992863,0.969519029602733,0.8725517105344999,51171/55586,2
Organismal Systems,Endocrine system,hsa04918,Thyroid hormone synthesis,8/783,58/6540,0.13793103448275862,1.15206764433875,0.4289777201750327,0.3920702945445856,0.969519029602733,0.8725517105344999,477/7849/5582/84699/196883/50506/23236/213,8
Organismal Systems,Sensory system,hsa04750,Inflammatory mediator regulation of TRP channels,11/783,82/6540,0.13414634146341464,1.1204560321465284,0.4047854506695547,0.3922021993714556,0.969519029602733,0.8725517105344999,8605/8398/5582/196883/79054/55515/5602/815/23236/3553/123745,11
Organismal Systems,Digestive system,hsa04972,Pancreatic secretion,9/783,66/6540,0.13636363636363635,1.1389759665621735,0.418469450209008,0.39249410866092516,0.969519029602733,0.8725517105344999,489/5874/477/5582/196883/23236/280/64600/6344,9
Organismal Systems,Nervous system,hsa04725,Cholinergic synapse,12/783,91/6540,0.13186813186813187,1.1014273083238602,0.3593087910393344,0.4070041338301723,0.9891220706876026,0.8901941358072557,2788/1143/778/5582/84699/196883/43/23533/815/23236/1103/1128,12
Metabolism,Carbohydrate metabolism,hsa00630,Glyoxylate and dicarboxylate metabolism,4/783,27/6540,0.14814814814814814,1.2374059883638426,0.45584946290787476,0.40789676444708645,0.9891220706876026,0.8901941358072557,55902/84532/112817/189,4
Cellular Processes,Cell motility,hsa04810,Regulation of actin cytoskeleton,25/783,197/6540,0.12690355329949238,1.0599607133827333,0.31513089550493983,0.40939493560181744,0.9891220706876026,0.8901941358072557,2934/10398/57121/3690/22808/79837/6237/54961/10451/3694/3691/3696/85477/3674/653857/5155/91807/9965/58498/5159/9459/1128/2254/8822/10788,25
Organismal Systems,Nervous system,hsa04726,Serotonergic synapse,11/783,84/6540,0.13095238095238096,1.093778507571611,0.3190065748144605,0.42432033612385145,0.9999997996974109,0.8999839189517168,8605/3359/2788/778/5582/23236/260293/247/246/240/123745,11
Environmental Information Processing,Signal transduction,hsa04024,cAMP signaling pathway,21/783,166/6540,0.12650602409638553,1.0566403545215344,0.2725915646432111,0.4285830005008975,0.9999997996974109,0.8999839189517168,10398/5337/489/2696/6237/5465/10451/477/2903/4881/778/610/84699/196883/5602/815/1262/1128/338442/5348/3776,21
Human Diseases,Cancer: specific types,hsa05218,Melanoma,8/783,60/6540,0.13333333333333333,1.1136653895274584,0.32617810241120354,0.43024934000800386,0.9999997996974109,0.8999839189517168,1643/4616/1026/5155/9965/5159/2254/8822,8
NA,NA,hsa03273,Virion - Lassa virus and SFTS virus,2/783,12/6540,0.16666666666666666,1.392081736909323,0.5013206551481506,0.43030481266318754,0.9999997996974109,0.8999839189517168,5099/5097,2
Metabolism,Amino acid metabolism,hsa00280,"Valine, leucine and isoleucine degradation",6/783,44/6540,0.13636363636363635,1.1389759665621735,0.34109980277700747,0.43387561433576016,0.9999997996974109,0.8999839189517168,4329/56922/3155/18/3157/259307,6
Organismal Systems,Immune system,hsa04062,Chemokine signaling pathway,18/783,142/6540,0.1267605633802817,1.0587663914521612,0.26108956399718874,0.4358030479926025,0.9999997996974109,0.8999839189517168,6773/3718/10451/58191/6347/2920/2788/6352/2921/196883/23533/25759/2268/1232/6011/23236/6373/6361,18
Organismal Systems,Digestive system,hsa04979,Cholesterol metabolism,5/783,37/6540,0.13513513513513514,1.1287149218183703,0.2895418315274591,0.4598699344635886,0.9999997996974109,0.8999839189517168,348/6272/1593/4035/948,5
Metabolism,Amino acid metabolism,hsa00350,Tyrosine metabolism,4/783,29/6540,0.13793103448275862,1.15206764433875,0.3026567781859862,0.4639555420664647,0.9999997996974109,0.8999839189517168,221/222/259307/1621,4
Metabolism,Metabolism of other amino acids,hsa00450,Selenocompound metabolism,2/783,13/6540,0.15384615384615385,1.2849985263778367,0.3793114208219772,0.4726524245570455,0.9999997996974109,0.8999839189517168,1491/7296,2
Metabolism,Nucleotide metabolism,hsa00240,Pyrimidine metabolism,7/783,54/6540,0.12962962962962962,1.0827302398183623,0.22511846872234687,0.4728487452313055,0.9999997996974109,0.8999839189517168,978/7378/1890/129607/51733/377841/1807,7
Organismal Systems,Development and regeneration,hsa04380,Osteoclast differentiation,14/783,112/6540,0.125,1.0440613026819923,0.1734470210686401,0.47493319218760144,0.9999997996974109,0.8999839189517168,6773/7042/3690/54/489/8878/10379/2212/7124/799/126014/5602/3553/3456,14
Organismal Systems,Endocrine system,hsa04926,Relaxin signaling pathway,14/783,112/6540,0.125,1.0440613026819923,0.1734470210686401,0.47493319218760144,0.9999997996974109,0.8999839189517168,59/4846/1278/1277/3640/2788/84699/196883/1286/25759/5602/23236/1285/1281,14
Environmental Information Processing,Signal transduction,hsa04668,TNF signaling pathway,14/783,113/6540,0.12389380530973451,1.0348218221272845,0.1376971652336649,0.4889551324765643,0.9999997996974109,0.8999839189517168,1326/64285/6347/11035/2920/6352/2921/7124/84699/3569/5602/3553/64127/3456,14
Metabolism,Carbohydrate metabolism,hsa00640,Propanoate metabolism,4/783,30/6540,0.13333333333333333,1.1136653895274584,0.2301106995191016,0.4912848598099606,0.9999997996974109,0.8999839189517168,4329/55902/18/84532,4
Metabolism,Lipid metabolism,hsa00564,Glycerophospholipid metabolism,11/783,89/6540,0.12359550561797752,1.032330276809161,0.1132476869338642,0.5040088527843687,0.9999997996974109,0.8999839189517168,56261/5337/8605/8398/375775/8611/43/1103/64600/123745/51365,11
Human Diseases,Endocrine and metabolic disease,hsa04930,Type II diabetes mellitus,5/783,39/6540,0.1282051282051282,1.0708321053148637,0.1636103621054043,0.5079541142614592,0.9999997996974109,0.8999839189517168,80201/3643/8660/7124/5602,5
Organismal Systems,Digestive system,hsa04970,Salivary secretion,7/783,56/6540,0.125,1.0440613026819923,0.12211479322437481,0.5127858920764197,0.9999997996974109,0.8999839189517168,6844/477/5582/196883/55503/23236/280,7
Metabolism,Carbohydrate metabolism,hsa00051,Fructose and mannose metabolism,4/783,31/6540,0.12903225806451613,1.0777406995427017,0.15999653980308418,0.5180171212859761,0.9999997996974109,0.8999839189517168,51171/80201/441282/57016,4
Human Diseases,Cancer: specific types,hsa05222,Small cell lung cancer,11/783,90/6540,0.12222222222222222,1.0208599404001701,0.07348401812817552,0.519648375609828,0.9999997996974109,0.8999839189517168,1030/1643/3913/317/79444/4616/3674/1026/1286/1285/10319,11
Organismal Systems,Sensory system,hsa04740,Olfactory transduction,6/783,48/6540,0.125,1.0440613026819923,0.11298664971339087,0.5212208351571417,0.9999997996974109,0.8999839189517168,6543/2788/3000/815/1262/4992,6
Organismal Systems,Immune system,hsa04612,Antigen processing and presentation,7/783,57/6540,0.12280701754385964,1.025744437722659,0.07198984905816642,0.53235660396916,0.9999997996974109,0.8999839189517168,3133/3134/1520/7124/3821/3802/115653,7
Organismal Systems,Digestive system,hsa04971,Gastric acid secretion,7/783,57/6540,0.12280701754385964,1.025744437722659,0.07198984905816642,0.53235660396916,0.9999997996974109,0.8999839189517168,477/5582/196883/91807/815/23236/3776,7
Human Diseases,Cancer: specific types,hsa05226,Gastric cancer,15/783,125/6540,0.12,1.0022988505747126,0.009569865944312085,0.538091989048381,0.9999997996974109,0.8999839189517168,7042/3728/1030/1643/83439/4616/1026/10023/54361/9965/25759/1496/2254/8822/1015,15
Cellular Processes,Transport and catabolism,hsa04136,Autophagy - other,4/783,32/6540,0.125,1.0440613026819923,0.09213974055157748,0.5440714395155952,0.9999997996974109,0.8999839189517168,23710/285973/55062/11337,4
Environmental Information Processing,Signal transduction,hsa04071,Sphingolipid signaling pathway,14/783,117/6540,0.11965811965811966,0.999443298293873,-0.0022407064130652303,0.5441587083034729,0.9999997996974109,0.8999839189517168,5337/9294/79603/1509/4846/7124/5582/4985/123099/1901/5602/23236/8698/10715,14
Metabolism,Glycan biosynthesis and metabolism,hsa00604,Glycosphingolipid biosynthesis - ganglio series,2/783,15/6540,0.13333333333333333,1.1136653895274584,0.1625257021951244,0.5513282646859716,0.9999997996974109,0.8999839189517168,8705/6489,2
Human Diseases,Infectious disease: parasitic,hsa05140,Leishmaniasis,7/783,58/6540,0.1206896551724138,1.0080591887964065,0.022734701069224185,0.55161158761567,0.9999997996974109,0.8999839189517168,7042/718/3593/2212/7124/7097/3553,7
Human Diseases,Infectious disease: viral,hsa05161,Hepatitis B,17/783,143/6540,0.11888111888111888,0.9929534067465101,-0.031419370682329514,0.5518721675682079,0.9999997996974109,0.8999839189517168,6773/7042/1643/3718/4776/317/3665/1026/7124/5582/84699/7097/7098/6775/3569/5602/3456,17
Human Diseases,Immune disease,hsa05340,Primary immunodeficiency,3/783,24/6540,0.125,1.0440613026819923,0.0797463567136303,0.5612383502767702,0.9999997996974109,0.8999839189517168,3718/973/5896,3
Metabolism,Metabolism of cofactors and vitamins,hsa00670,One carbon pool by folate,4/783,33/6540,0.12121212121212122,1.0124230813885986,0.02638361688761712,0.5693797393926674,0.9999997996974109,0.8999839189517168,10841/4524/1491/10840,4
Organismal Systems,Immune system,hsa04658,Th1 and Th2 cell differentiation,9/783,77/6540,0.11688311688311688,0.9762651141961486,-0.07725985098024378,0.5837714518138726,0.9999997996974109,0.8999839189517168,4094/3593/3718/3560/6775/5602/28514/919/30009,9
Human Diseases,Substance dependence,hsa05033,Nicotine addiction,2/783,16/6540,0.125,1.0440613026819923,0.06507269344680439,0.5874416186788829,0.9999997996974109,0.8999839189517168,2903/57030,2
Human Diseases,Immune disease,hsa05310,Asthma,2/783,16/6540,0.125,1.0440613026819923,0.06507269344680439,0.5874416186788829,0.9999997996974109,0.8999839189517168,7124/8288,2
Metabolism,Lipid metabolism,hsa01040,Biosynthesis of unsaturated fatty acids,3/783,25/6540,0.12,1.0022988505747126,0.004246801600317291,0.5899396016041809,0.9999997996974109,0.8999839189517168,641371/6319/79993,3
Organismal Systems,Excretory system,hsa04966,Collecting duct acid secretion,3/783,25/6540,0.12,1.0022988505747126,0.004246801600317291,0.5899396016041809,0.9999997996974109,0.8999839189517168,245972/50617/1188,3
Metabolism,Metabolism of cofactors and vitamins,hsa00830,Retinol metabolism,4/783,34/6540,0.11764705882352941,0.9826459319359927,-0.03741296782781766,0.5938860458112103,0.9999997996974109,0.8999839189517168,195814/1543/1544/145226,4
Human Diseases,Cancer: specific types,hsa05214,Glioma,8/783,69/6540,0.11594202898550725,0.9684046865456161,-0.09729711180958238,0.5946414169508958,0.9999997996974109,0.8999839189517168,1643/4616/1026/5582/5155/25759/5159/815,8
Organismal Systems,Immune system,hsa04670,Leukocyte transendothelial migration,11/783,95/6540,0.11578947368421053,0.9671304698527929,-0.119009676014422,0.5952014889420725,0.9999997996974109,0.8999839189517168,10398/10451/9076/137075/5582/1364/1366/58498/1496/1003/51208,11
Human Diseases,Cancer: overview,hsa05206,MicroRNAs in cancer,19/783,164/6540,0.11585365853658537,0.9676665732174564,-0.15464573233701967,0.5982484076476011,0.9999997996974109,0.8999839189517168,90427/6659/7042/27250/3690/1942/10014/1545/5292/2065/8660/3162/1026/5582/5155/7148/5159/1943/407019,19
Organismal Systems,Immune system,hsa04659,Th17 cell differentiation,10/783,87/6540,0.11494252873563218,0.9600563702822917,-0.13831355880093352,0.6049049596297124,0.9999997996974109,0.8999839189517168,6097/3718/3560/51561/3569/50615/5602/3553/919/30009,10
Metabolism,Nucleotide metabolism,hsa00230,Purine metabolism,12/783,105/6540,0.11428571428571428,0.9545703338806787,-0.17306065931207698,0.6142088029735893,0.9999997996974109,0.8999839189517168,8654/2766/144811/4882/27115/4881/196883/5158/3000/377841/954/55821,12
Metabolism,Carbohydrate metabolism,hsa00500,Starch and sucrose metabolism,3/783,26/6540,0.11538461538461539,0.9637488947833776,-0.06830027992978796,0.6174015917210844,0.9999997996974109,0.8999839189517168,80201/8908/280,3
Human Diseases,Cancer: overview,hsa05231,Choline metabolism in cancer,10/783,88/6540,0.11363636363636363,0.9491466388018112,-0.1771137404531381,0.6198620786229421,0.9999997996974109,0.8999839189517168,57153/56261/5337/8605/8611/5582/5155/5159/5602/123745,10
Organismal Systems,Endocrine system,hsa04614,Renin-angiotensin system,2/783,17/6540,0.11764705882352941,0.9826459319359927,-0.026420467794836314,0.6213511207399964,0.9999997996974109,0.8999839189517168,183/5476,2
Organismal Systems,Immune system,hsa04657,IL-17 signaling pathway,9/783,80/6540,0.1125,0.9396551724137931,-0.20026599848526216,0.6312462043281102,0.9999997996974109,0.8999839189517168,6347/2920/2921/7124/3934/3569/5602/6361/3553,9
Human Diseases,Cancer: overview,hsa05207,Chemical carcinogenesis - receptor activation,17/783,150/6540,0.11333333333333333,0.9466155810983397,-0.2439204177481207,0.6345529350877273,0.9999997996974109,0.8999839189517168,1545/5465/604/402569/1143/2946/778/5582/84699/196883/1543/2938/1544/2939/28514/2254/8822,17
Environmental Information Processing,Signal transduction,hsa04066,HIF-1 signaling pathway,11/783,98/6540,0.11224489795918367,0.9375244350613808,-0.22980067738895826,0.6378091200883111,0.9999997996974109,0.8999839189517168,80201/2034/2872/3643/4846/3162/1026/5582/3569/815/7018,11
Metabolism,Amino acid metabolism,hsa00270,Cysteine and methionine metabolism,5/783,45/6540,0.1111111111111111,0.928054491272882,-0.17859068456961308,0.6397424896311948,0.9999997996974109,0.8999839189517168,1491/113675/144811/10993/259307,5
Metabolism,Carbohydrate metabolism,hsa00052,Galactose metabolism,3/783,27/6540,0.1111111111111111,0.928054491272882,-0.13814445767740144,0.6435896951303341,0.9999997996974109,0.8999839189517168,80201/441282/57016,3
Human Diseases,Infectious disease: parasitic,hsa05145,Toxoplasmosis,11/783,99/6540,0.1111111111111111,0.928054491272882,-0.26600087825274105,0.6514745821497978,0.9999997996974109,0.8999839189517168,7042/3593/3913/79444/7124/7097/23533/23643/5602/240/10319,11
Metabolism,Amino acid metabolism,hsa00220,Arginine biosynthesis,2/783,18/6540,0.1111111111111111,0.928054491272882,-0.1127166254242145,0.653066226272282,0.9999997996974109,0.8999839189517168,445/4846,2
Organismal Systems,Immune system,hsa04622,RIG-I-like receptor signaling pathway,6/783,55/6540,0.10909090909090909,0.9111807732497387,-0.2439336855200459,0.658603707750865,0.9999997996974109,0.8999839189517168,3593/79132/3665/7124/5602/3456,6
Metabolism,Metabolism of other amino acids,hsa00480,Glutathione metabolism,5/783,46/6540,0.10869565217391304,0.907879393636515,-0.23121606012725235,0.6594566321557072,0.9999997996974109,0.8999839189517168,3417/2946/2678/2938/2939,5
Cellular Processes,Cell growth and death,hsa04210,Apoptosis,14/783,127/6540,0.11023622047244094,0.9207469755935681,-0.33260250821941717,0.6713365007601835,0.9999997996974109,0.8999839189517168,8722/8739/1519/7846/1649/1509/317/27113/1520/4616/8743/1512/7124/5602,14
Metabolism,Global and overview maps,hsa01232,Nucleotide metabolism,8/783,74/6540,0.10810810810810811,0.9029719374546962,-0.3095521353408197,0.6750986497354508,0.9999997996974109,0.8999839189517168,978/2766/7378/1890/144811/129607/377841/954,8
Cellular Processes,Cellular community - eukaryotes,hsa04540,Gap junction,8/783,74/6540,0.10810810810810811,0.9029719374546962,-0.3095521353408197,0.6750986497354508,0.9999997996974109,0.8999839189517168,7846/5582/196883/5155/347733/5159/23236/2911,8
Environmental Information Processing,Signal transduction,hsa04350,TGF-beta signaling pathway,11/783,101/6540,0.10891089108910891,0.9096771746140131,-0.33735521153144005,0.6779370575422075,0.9999997996974109,0.8999839189517168,7042/90/1030/3398/3399/79639/7124/83729/8200/8646/7018,11
Metabolism,Metabolism of cofactors and vitamins,hsa00785,Lipoic acid metabolism,2/783,19/6540,0.10526315789473684,0.8792095180479935,-0.19444234471864447,0.6826256863395235,0.9999997996974109,0.8999839189517168,55753/116285,2
Human Diseases,Cardiovascular disease,hsa05415,Diabetic cardiomyopathy,18/783,164/6540,0.10975609756097561,0.9167367535744322,-0.3982351084170078,0.6907843311804215,0.9999997996974109,0.8999839189517168,183/7042/489/1509/5465/5166/3643/4846/1278/1277/5164/5582/56901/5602/815/23236/948/1281,18
Environmental Information Processing,Signal transduction,hsa04370,VEGF signaling pathway,6/783,57/6540,0.10526315789473684,0.8792095180479935,-0.3377696051110325,0.6930130505332853,0.9999997996974109,0.8999839189517168,8605/4846/5582/3315/25759/123745,6
Organismal Systems,Nervous system,hsa04730,Long-term depression,5/783,48/6540,0.10416666666666667,0.870051085568327,-0.33322874227065213,0.696745372250272,0.9999997996974109,0.8999839189517168,8605/5582/23236/123745/2911,5
Organismal Systems,Endocrine system,hsa04920,Adipocytokine signaling pathway,6/783,58/6540,0.10344827586206896,0.8640507332540627,-0.38350831803658436,0.7093286039468563,0.9999997996974109,0.8999839189517168,5465/8660/7124/5602/10891/948,6
Metabolism,Glycan biosynthesis and metabolism,hsa00532,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,2/783,20/6540,0.1,0.8352490421455939,-0.2721181960220675,0.7100904132468937,0.9999997996974109,0.8999839189517168,10090/55790,2
Metabolism,Metabolism of cofactors and vitamins,hsa00770,Pantothenate and CoA biosynthesis,2/783,20/6540,0.1,0.8352490421455939,-0.2721181960220675,0.7100904132468937,0.9999997996974109,0.8999839189517168,51733/1807,2
Metabolism,Metabolism of terpenoids and polyketides,hsa00900,Terpenoid backbone biosynthesis,2/783,20/6540,0.1,0.8352490421455939,-0.2721181960220675,0.7100904132468937,0.9999997996974109,0.8999839189517168,3157/4597,2
NA,NA,hsa04981,Folate transport and metabolism,2/783,20/6540,0.1,0.8352490421455939,-0.2721181960220675,0.7100904132468937,0.9999997996974109,0.8999839189517168,4524/2348,2
